index_Name	index_ItemGenre	index_DetailType	index_ParticualrType	index_taskid	index_level	index_content
MËt ®å "§ång hµnh luyÖn cÊp" 277	6	1	723	282	85	§Õn tÇng 3 D­îc V­¬ng ®éng giÕt 50 tªn Lam C©n, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 278	6	1	724	283	85	§Õn tÇng 3 D­îc V­¬ng ®éng giÕt 100 tªn Lam C©n, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 279	6	1	725	284	85	§Õn tÇng 3 D­îc V­¬ng ®éng giÕt 50 tªn Lam C©n, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 280	6	1	726	285	95	§Õn tÇng 4 D­îc V­¬ng ®éng giÕt 50 tªn Xuyªn s¬n, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 281	6	1	727	286	95	§Õn tÇng 4 D­îc V­¬ng ®éng giÕt 100 tªn Xuyªn s¬n, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 282	6	1	728	287	95	§Õn tÇng 4 D­îc V­¬ng ®éng giÕt 150 tªn Xuyªn s¬n, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 283	6	1	729	288	85	§Õn Cæ D­¬ng ®éng giÕt 50 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 284	6	1	730	289	85	§Õn Cæ D­¬ng ®éng giÕt 100 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 285	6	1	731	290	85	§Õn Cæ D­¬ng ®éng giÕt 150 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 286	6	1	732	291	95	§Õn M¹c Cao QuËt giÕt 50 tªn Phi Sa, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 287	6	1	733	292	95	§Õn M¹c Cao QuËt giÕt 100 tªn Phi Sa, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 288	6	1	734	293	95	§Õn M¹c Cao QuËt giÕt 150 tªn Phi Sa, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 289	6	1	735	294	10	§Õn Th¹ch Cæ trÊn giÕt 50 con Heo tr¾ng.
MËt ®å "§ång hµnh luyÖn cÊp" 290	6	1	736	295	10	§Õn Th¹ch Cæ trÊn giÕt 100 con Heo tr¾ng.
MËt ®å "§ång hµnh luyÖn cÊp" 291	6	1	737	296	10	§Õn Th¹ch Cæ trÊn giÕt 150 con Heo tr¾ng.
MËt ®å "§ång hµnh luyÖn cÊp" 292	6	1	738	297	15	§Õn Thóy Yªn m«n giÕt 50 con Ho¸n hïng, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 293	6	1	739	298	15	§Õn Thóy Yªn m«n giÕt 100 con Ho¸n hïng, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 294	6	1	740	299	15	§Õn Thóy Yªn m«n giÕt 150 con Ho¸n hïng, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 295	6	1	741	300	65	§Õn CÊm ®Şa mª cung giÕt 50 tªn H¾c C©n, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 296	6	1	742	301	65	§Õn CÊm ®Şa mª cung giÕt 100 tªn H¾c C©n, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 297	6	1	743	302	65	§Õn CÊm ®Şa mª cung giÕt 150 tªn H¾c C©n, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 298	6	1	744	303	15	§Õn §¹i Lı giÕt 50 con Th»n l»n ®á, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 299	6	1	745	304	15	§Õn §¹i Lı giÕt 100 con Th»n l»n ®á, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 300	6	1	746	305	15	§Õn §¹i Lı giÕt 150 con Th»n l»n ®á, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 301	6	1	747	306	55	§Õn ¸c B¸ Gia ®Şa ®¹o giÕt 50 tªn ¸c B¸, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 302	6	1	748	307	55	§Õn ¸c B¸ Gia ®Şa ®¹o giÕt 100 tªn ¸c B¸, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 303	6	1	749	308	55	§Õn ¸c B¸ Gia ®Şa ®¹o giÕt 150 tªn ¸c B¸, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 304	6	1	750	309	55	§Õn tÇng 1 Thiªn TÇm th¸p giÕt 50 tªn M·ng H¸n, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 305	6	1	751	310	55	§Õn tÇng 1 Thiªn TÇm th¸p giÕt 100 tªn M·ng H¸n, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 306	6	1	752	311	55	§Õn tÇng 1 Thiªn TÇm th¸p giÕt 150 tªn M·ng H¸n, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 307	6	1	753	312	55	§Õn tÇng 2 Thiªn TÇm th¸p giÕt 50 tªn L­u L·ng, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 308	6	1	754	313	55	§Õn tÇng 2 Thiªn TÇm th¸p giÕt 100 tªn L­u L·ng, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 309	6	1	755	314	55	§Õn tÇng 2 Thiªn TÇm th¸p giÕt 150 tªn L­u Lang, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 310	6	1	756	315	65	§Õn tÇng 3 Thiªn TÇm th¸p giÕt 50 tªn Song Phong, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 311	6	1	757	316	65	§Õn tÇng 3 Thiªn TÇm th¸p giÕt 100 tªn Song Phong, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 312	6	1	758	317	65	§Õn tÇng 3 Thiªn TÇm th¸p giÕt 150 tªn Song Phong, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 313	6	1	759	318	45	§Õn §iÓm Th­¬ng s¬n  giÕt 50 con X¸ LŞ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 314	6	1	760	319	45	§Õn §iÓm Th­¬ng s¬n  giÕt 100 con X¸ LŞ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 315	6	1	761	320	45	§Õn §iÓm Th­¬ng s¬n  giÕt 150 con X¸ LŞ, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 316	6	1	762	321	45	§Õn Phông Nh·n ®éng giÕt 50 con D¬i ®á, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 317	6	1	763	322	45	§Õn Phông Nh·n ®éng giÕt 100 con D¬i ®á, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 318	6	1	764	323	45	§Õn Phông Nh·n ®éng giÕt 150 con D¬i ®á, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 319	6	1	765	324	75	§Õn Long Nh·n ®éng  giÕt 50 con Lîi Phñ, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 320	6	1	766	325	75	§Õn Long Nh·n ®éng  giÕt 100 con Lîi Phñ, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 321	6	1	767	326	75	§Õn Long Nh·n ®éng  giÕt 150 con Lîi Phñ, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 322	6	1	768	327	35	§Õn Thæ PhØ ®éng giÕt 50 tªn M·ng H¸n, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 323	6	1	769	328	35	§Õn Thæ PhØ ®éng giÕt 100 tªn M·ng H¸n, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 324	6	1	770	329	35	§Õn Thæ PhØ ®éng giÕt 150 tªn M·ng H¸n, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 325	6	1	771	330	45	§Õn tÇng 1 §iÓm Th­¬ng ®éng giÕt 50 tªn M·ng H¸n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 326	6	1	772	331	45	§Õn tÇng 1 §iÓm Th­¬ng ®éng giÕt 100 tªn M·ng H¸n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 327	6	1	773	332	45	§Õn tÇng 1 §iÓm Th­¬ng ®éng giÕt 150 tªn M·ng H¸n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 328	6	1	774	333	45	§Õn tÇng 2 §iÓm Th­¬ng ®éng giÕt 50 tªn Ngäc DiÖn, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 329	6	1	775	334	45	§Õn tÇng 2 §iÓm Th­¬ng ®éng giÕt 100 tªn Ngäc DiÖn, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 330	6	1	776	335	45	§Õn tÇng 2 §iÓm Th­¬ng ®éng giÕt 150 tªn Ngäc DiÖn, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 331	6	1	777	336	45	§Õn tÇng 3 §iÓm Th­¬ng ®éng giÕt 50 tªn H¾c C©n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 332	6	1	778	337	45	§Õn tÇng 3 §iÓm Th­¬ng ®éng giÕt 100 tªn H¾c C©n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 333	6	1	779	338	45	§Õn tÇng 3 §iÓm Th­¬ng ®éng giÕt 150 tªn H¾c C©n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 334	6	1	780	339	85	§Õn V« Danh ®éng giÕt 50 tªn Tr­êng Th­¬ng, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 335	6	1	781	340	85	§Õn V« Danh ®éng giÕt 100 tªn Tr­êng Th­¬ng, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 336	6	1	782	341	85	§Õn V« Danh ®éng giÕt 150 tªn Tr­êng Th­¬ng, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 337	6	1	783	342	10	§Õn Long TuyÒn th«n giÕt 50 con Heo tr¾ng.
MËt ®å "§ång hµnh luyÖn cÊp" 338	6	1	784	343	10	§Õn Long TuyÒn th«n giÕt 100 con Heo tr¾ng.
MËt ®å "§ång hµnh luyÖn cÊp" 339	6	1	785	344	10	§Õn Long TuyÒn th«n giÕt 150 con Heo tr¾ng.
MËt ®å "§ång hµnh luyÖn cÊp" 340	6	1	786	345	15	§Õn L©m An giÕt 50 con nhİm, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 341	6	1	787	346	15	§Õn L©m An giÕt 100 con nhİm, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 342	6	1	788	347	15	§Õn L©m An giÕt 150 con nhİm, §ång hµnh ®¼ng cÊp tõ 5 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 343	6	1	789	348	25	§Õn La Tiªu s¬n  giÕt 50 con Sãi x¸m, §ång hµnh ®¼ng cÊp tõ 15 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 344	6	1	790	349	25	§Õn La Tiªu s¬n  giÕt 100 con Sãi x¸m, §ång hµnh ®¼ng cÊp tõ 15 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 345	6	1	791	350	25	§Õn La Tiªu s¬n  giÕt 150 con Sãi x¸m, §ång hµnh ®¼ng cÊp tõ 15 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 346	6	1	792	351	45	§Õn Long Cung ®éng giÕt 50 tªn H¾c C©n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 347	6	1	793	352	45	§Õn Long Cung ®éng giÕt 100 tªn H¾c C©n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 348	6	1	794	353	45	§Õn Long Cung ®éng giÕt 150 tªn H¾c C©n, §ång hµnh ®¼ng cÊp tõ 35 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 349	6	1	795	354	85	§Õn L­ìng Thñy ®éng giÕt 50 tªn ¶nh C«n, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 350	6	1	796	355	85	§Õn L­ìng Thñy ®éng giÕt 100 tªn ¶nh C«n, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 351	6	1	797	356	85	§Õn L­ìng Thñy ®éng giÕt 150 tªn ¶nh C«n, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 352	6	1	798	357	55	§Õn NghiÖt Long ®éng giÕt 50 tªn B×nh Th­¬ng, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 353	6	1	799	358	55	§Õn NghiÖt Long ®éng giÕt 100 tªn B×nh Th­¬ng, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 354	6	1	800	359	55	§Õn NghiÖt Long ®éng giÕt 150 tªn B×nh Th­¬ng, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 355	6	1	801	360	35	§Õn Vò Di s¬n  giÕt 50 tªn TuyÕt B¸o, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 356	6	1	802	361	35	§Õn Vò Di s¬n  giÕt 100 tªn TuyÕt B¸o, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 357	6	1	803	362	35	§Õn Vò Di s¬n  giÕt 150 tªn TuyÕt B¸o, §ång hµnh ®¼ng cÊp tõ 25 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 358	6	1	804	363	55	§Õn Ngäc Hoa ®éng giÕt 50 tªn Lam C©n, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 359	6	1	805	364	55	§Õn Ngäc Hoa ®éng giÕt 100 tªn Lam C©n, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 360	6	1	806	365	55	§Õn Ngäc Hoa ®éng giÕt 50 tªn Lam C©n, §ång hµnh ®¼ng cÊp tõ 45 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 361	6	1	807	366	65	§Õn D­¬ng Gi¸c ®éng giÕt 50 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 362	6	1	808	367	65	§Õn D­¬ng Gi¸c ®éng giÕt 100 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 363	6	1	809	368	65	§Õn D­¬ng Gi¸c ®éng giÕt 150 tªn KÕ Chñy, §ång hµnh ®¼ng cÊp tõ 55 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 364	6	1	810	369	85	§Õn Thanh Khª ®éng giÕt 50 tªn Phi Liªm, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 365	6	1	811	370	85	§Õn Thanh Khª ®éng giÕt 100 tªn Phi Liªm, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 366	6	1	812	371	85	§Õn Thanh Khª ®éng giÕt 150 tªn Phi Liªm, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 367	6	1	813	372	75	§Õn L©m Du Quan  giÕt 50 tªn B«n L«i, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 368	6	1	814	373	75	§Õn L©m Du Quan  giÕt 50 tªn B«n L«i, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 369	6	1	815	374	75	§Õn L©m Du Quan  giÕt 50 tªn B«n L«i, §ång hµnh ®¼ng cÊp tõ 65 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 370	6	1	816	375	85	§Õn Tr­êng B¹ch s¬n  giÕt 50 tªn §éc Bé, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 371	6	1	817	376	85	§Õn Tr­êng B¹ch s¬n  giÕt 100 tªn §éc Bé, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 372	6	1	818	377	85	§Õn Tr­êng B¹ch s¬n  giÕt 150 tªn §éc Bé, §ång hµnh ®¼ng cÊp tõ 75 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 373	6	1	819	378	95	§Õn Tr­êng B¹ch nam  giÕt 50 tªn S­¬ng §ao, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 374	6	1	820	379	95	§Õn Tr­êng B¹ch nam  giÕt 100 tªn S­¬ng §ao, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 375	6	1	821	380	95	§Õn Tr­êng B¹ch nam  giÕt 150 tªn S­¬ng §ao, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 376	6	1	822	381	95	§Õn Tr­êng B¹ch b¾c  giÕt 50 tªn §ao Tr¶m, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 377	6	1	823	382	95	§Õn Tr­êng B¹ch b¾c  giÕt 100 tªn §ao Tr¶m, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 378	6	1	824	383	95	§Õn Tr­êng B¹ch b¾c  giÕt 150 tªn §ao Tr¶m, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 379	6	1	825	384	95	§Õn M¹c B¾c Th¶o Nguyªn giÕt 50 tªn M«ng Cæ Vâ sÜ, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 380	6	1	826	385	95	§Õn M¹c B¾c Th¶o Nguyªn giÕt 100 tªn M«ng Cæ Vâ sÜ, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
MËt ®å "§ång hµnh luyÖn cÊp" 381	6	1	827	386	95	§Õn M¹c B¾c Th¶o Nguyªn giÕt 150 tªn M«ng Cæ Vâ sÜ, §ång hµnh ®¼ng cÊp tõ 85 trë lªn
