# PC partner/pet source index. Catalog only; no runtime behavior claim.
# Source of truth: /var/www/vltksource_new/vl_update_27 scoped to settings/partner, settings/petsys, and partner/pet Lua script roots listed in SourceRoot.
SourceIndex	SourceRoot	RelativePath	Directory	FileName	Extension	Category	IsConfig	IsLua	SizeBytes	Sha256
245	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	train/partner_jitan4.lua	train	partner_jitan4.lua	lua	partner-script	0	1	82	5a300a551102a9aea07b10d477428df1a3f36795351290463495a01d40a0cfdb
246	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	train/partner_jitan5.lua	train	partner_jitan5.lua	lua	partner-script	0	1	82	5576cb93111a0949fd9a8a0024b8ddca503926bfbf9ae008a8843476b9d44d31
247	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_baihuagu1.lua	trap	trap_baihuagu1.lua	lua	partner-script	0	1	1698	54c30db6b4cc214ce6285676adc5ef6ebb3633c3d30a4cdac2c38f6adbfd3ce0
248	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_baihuagu2.lua	trap	trap_baihuagu2.lua	lua	partner-script	0	1	1356	df545834a612a3315f4971d7c3a9baccc266a444679dbe60377aab744bde22c9
249	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_baihuaguchukou.lua	trap	trap_baihuaguchukou.lua	lua	partner-script	0	1	66	4a767fc6f1d5516b33982ecb44a6a1f726cd742ebef2cbee3ee8baedfc6ec82f
250	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_jindichukou.lua	trap	trap_jindichukou.lua	lua	partner-script	0	1	716	c64feb4e7848691ed6bd753914f508329a2ed63867d163a111fa42b3bc36b519
251	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_lianbingchang.lua	trap	trap_lianbingchang.lua	lua	partner-script	0	1	745	f63f0bdfa259b59e28b5dddc557363756d4b08541f71f4c5eeaeacfc7b3383e3
252	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_longwangtai.lua	trap	trap_longwangtai.lua	lua	partner-script	0	1	744	0975c41dd04feaf6a7a537fc70ba033d59a0a07628fe5d7640261c4812f77d1d
253	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_sandaoshita.lua	trap	trap_sandaoshita.lua	lua	partner-script	0	1	743	92e99846631905e64035ca61b215732ccb37f831f975e2a064411f996413affe
254	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_shanzeichukou.lua	trap	trap_shanzeichukou.lua	lua	partner-script	0	1	69	383ee1ee466ec80ee30fa17675a73663ac009cc857a94662e54dadcf7938de07
255	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_shanzeipanduan.lua	trap	trap_shanzeipanduan.lua	lua	partner-script	0	1	713	51640b41fd74467bc32e4f6ad92978abec943efdc87d91fef887e51e4bd3514e
256	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_shatousenlin.lua	trap	trap_shatousenlin.lua	lua	partner-script	0	1	746	a0f079a04ac1f245b8636037efb68d4ee6295b0918f592a35356a423c688b780
257	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_xieguafupaifang.lua	trap	trap_xieguafupaifang.lua	lua	partner-script	0	1	750	6f381945988a03ba89dddc27430b1b44f53768664fa6b488e75ce66e9f194dcc
258	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/task/partner	trap/trap_zhixialingchukou.lua	trap	trap_zhixialingchukou.lua	lua	partner-script	0	1	67	aa52f4fe21a50132ace38541bdd7521717911f80c744f6b2d980971caa812114
259	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/item	partner_skillbook_given.lua		partner_skillbook_given.lua	lua	partner-script	0	1	113	0836d111ddc5e31921b7a99a4da73a3c649b0f2f7d25b7f4f11acbe2ff6f7030
260	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/item	partner_skillbook_h.lua		partner_skillbook_h.lua	lua	partner-script	0	1	4788	860411480e6cee1bc66451a0dff42512452464cd7db09825220fb524741072a6
261	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/item	partner_skillbook_learnt.lua		partner_skillbook_learnt.lua	lua	partner-script	0	1	115	e00c17a1d21d427a1c65b4ee1c4c40fa9c4e5f02c80a9704465a3f42ce6abbbd
262	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/item	partner_skillbook_resist.lua		partner_skillbook_resist.lua	lua	partner-script	0	1	113	d3c68f3fa0e9e891b3a80196a87bdd3f98fcc190ae2d65e8200270b0f157c0c0
263	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/item	partner_skillbook_ultimate.lua		partner_skillbook_ultimate.lua	lua	partner-script	0	1	113	4e4ff2a54af189f74e4b61da90eac5bac09e6703211dad5f432ac27861839711
264	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/item	reward_partner.lua		reward_partner.lua	lua	partner-script	0	1	1136	7de4938dd72f72d4ef19933c8867e9b0f14d7967f7ef8f0db1c44615b127c85f
265	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/npclevelscript	partner_task.lua		partner_task.lua	lua	partner-script	0	1	6331	bfab6efc54b7d8fe47b8714fd6a0ad67937e363456885479cc9c8f05940bec93
266	Server 6.0/server/home_jxser_bachkim_6.0/server1/script/npclevelscript	partner_task_boss.lua		partner_task_boss.lua	lua	partner-script	0	1	6331	bfab6efc54b7d8fe47b8714fd6a0ad67937e363456885479cc9c8f05940bec93
