Ð§¹û	ÊÇ·ñÇ°×º	ÎåÐÐÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷
¼õÉÙÀ´×Ô»ðÏµµÄÉËº¦14%				283	14	14	-1	-1	0	0	0
¼õÉÙÀ´×Ô»ðÏµµÄÉËº¦16%				283	16	16	-1	-1	0	0	0
¼õÉÙÀ´×Ô»ðÏµµÄÉËº¦18%				283	18	18	-1	-1	0	0	0
¼õÉÙÀ´×Ô»ðÏµµÄÉËº¦20%				283	20	20	-1	-1	0	0	0
¶ÔÍÁÏµÉËº¦Ôö¼Ó2%				284	2	2	-1	-1	0	0	0
¶ÔÍÁÏµÉËº¦Ôö¼Ó4%				284	4	4	-1	-1	0	0	0
¶ÔÍÁÏµÉËº¦Ôö¼Ó6%				284	6	6	-1	-1	0	0	0
¶ÔÍÁÏµÉËº¦Ôö¼Ó8%				284	8	8	-1	-1	0	0	0
¶ÔÍÁÏµÉËº¦Ôö¼Ó10%				284	10	10	-1	-1	0	0	0
¶ÔÍÁÏµÉËº¦Ôö¼Ó12%				284	12	12	-1	-1	0	0	0
¶ÔÍÁÏµÉËº¦Ôö¼Ó14%				284	14	14	-1	-1	0	0	0
¶ÔÍÁÏµÉËº¦Ôö¼Ó16%				284	16	16	-1	-1	0	0	0
¶ÔÍÁÏµÉËº¦Ôö¼Ó18%				284	18	18	-1	-1	0	0	0
¶ÔÍÁÏµÉËº¦Ôö¼Ó20%				284	20	20	-1	-1	0	0	0
¼õÉÙÀ´×ÔÍÁÏµµÄÉËº¦2%				285	2	2	-1	-1	0	0	0
¼õÉÙÀ´×ÔÍÁÏµµÄÉËº¦4%				285	4	4	-1	-1	0	0	0
¼õÉÙÀ´×ÔÍÁÏµµÄÉËº¦6%				285	6	6	-1	-1	0	0	0
¼õÉÙÀ´×ÔÍÁÏµµÄÉËº¦8%				285	8	8	-1	-1	0	0	0
¼õÉÙÀ´×ÔÍÁÏµµÄÉËº¦10%				285	10	10	-1	-1	0	0	0
¼õÉÙÀ´×ÔÍÁÏµµÄÉËº¦12%				285	12	12	-1	-1	0	0	0
¼õÉÙÀ´×ÔÍÁÏµµÄÉËº¦14%				285	14	14	-1	-1	0	0	0
¼õÉÙÀ´×ÔÍÁÏµµÄÉËº¦16%				285	16	16	-1	-1	0	0	0
¼õÉÙÀ´×ÔÍÁÏµµÄÉËº¦18%				285	18	18	-1	-1	0	0	0
¼õÉÙÀ´×ÔÍÁÏµµÄÉËº¦20%				285	20	20	-1	-1	0	0	0
Åû·çÉúÃü£¨Ñô£©1				233	120	120	-1	-1	0	0	0
Åû·çÉúÃü£¨Ñô£©2				233	240	240	-1	-1	0	0	0
Åû·çÉúÃü£¨Ñô£©3				233	360	360	-1	-1	0	0	0
Åû·çÉúÃü£¨Ñô£©4				233	480	480	-1	-1	0	0	0
Åû·çÉúÃü£¨Ñô£©5				233	600	600	-1	-1	0	0	0
Åû·çÉúÃü£¨Ñô£©6				233	720	720	-1	-1	0	0	0
Åû·çÉúÃü£¨Ñô£©7				233	840	840	-1	-1	0	0	0
Åû·çÉúÃü£¨Ñô£©8				233	960	960	-1	-1	0	0	0
Åû·çÉúÃü£¨Ñô£©9				233	1080	1080	-1	-1	0	0	0
Åû·çÉúÃü£¨Ñô£©10				233	1200	1200	-1	-1	0	0	0
Åû·çÉúÃü1				85	120	120	-1	-1	0	0	0
Åû·çÉúÃü2				85	240	240	-1	-1	0	0	0
Åû·çÉúÃü3				85	360	360	-1	-1	0	0	0
Åû·çÉúÃü4				85	480	480	-1	-1	0	0	0
Åû·çÉúÃü5				85	600	600	-1	-1	0	0	0
Åû·çÉúÃü6				85	720	720	-1	-1	0	0	0
Åû·çÉúÃü7				85	840	840	-1	-1	0	0	0
Åû·çÉúÃü8				85	960	960	-1	-1	0	0	0
Åû·çÉúÃü9				85	1080	1080	-1	-1	0	0	0
Åû·çÉúÃü10				85	1200	1200	-1	-1	0	0	0
Åû·ç¹¥»÷¼Ó³É1				243	6	6	-1	-1	0	0	0
Åû·ç¹¥»÷¼Ó³É2				243	12	12	-1	-1	0	0	0
Åû·ç¹¥»÷¼Ó³É3				243	18	18	-1	-1	0	0	0
Åû·ç¹¥»÷¼Ó³É4				243	24	24	-1	-1	0	0	0
Åû·ç¹¥»÷¼Ó³É5				243	30	30	-1	-1	0	0	0
Åû·ç¹¥»÷¼Ó³É6				243	36	36	-1	-1	0	0	0
Åû·ç¹¥»÷¼Ó³É7				243	42	42	-1	-1	0	0	0
Åû·ç¹¥»÷¼Ó³É8				243	48	48	-1	-1	0	0	0
Åû·ç¹¥»÷¼Ó³É9				243	54	54	-1	-1	0	0	0
Åû·ç¹¥»÷¼Ó³É10				243	60	60	-1	-1	0	0	0
Åû·ç¼ÓÉîÉËº¦1				269	12	12	-1	-1	0	0	0
Åû·ç¼ÓÉîÉËº¦2				269	24	24	-1	-1	0	0	0
Åû·ç¼ÓÉîÉËº¦3				269	36	36	-1	-1	0	0	0
Åû·ç¼ÓÉîÉËº¦4				269	48	48	-1	-1	0	0	0
Åû·ç¼ÓÉîÉËº¦5				269	60	60	-1	-1	0	0	0
Åû·ç¼ÓÉîÉËº¦6				269	72	72	-1	-1	0	0	0
Åû·ç¼ÓÉîÉËº¦7				269	84	84	-1	-1	0	0	0
Åû·ç¼ÓÉîÉËº¦8				269	96	96	-1	-1	0	0	0
Åû·ç¼ÓÉîÉËº¦9				269	108	108	-1	-1	0	0	0
Åû·ç¼ÓÉîÉËº¦10				269	120	120	-1	-1	0	0	0
Åû·çÖØ»÷1				227	1	1	-1	-1	0	0	0
Åû·çÖØ»÷2				227	2	2	-1	-1	0	0	0
Åû·çÖØ»÷3				227	3	3	-1	-1	0	0	0
Åû·çÖØ»÷4				227	4	4	-1	-1	0	0	0
Åû·çÖØ»÷5				227	5	5	-1	-1	0	0	0
Åû·çÖØ»÷6				227	6	6	-1	-1	0	0	0
Åû·çÖØ»÷7				227	7	7	-1	-1	0	0	0
Åû·çÖØ»÷8				227	8	8	-1	-1	0	0	0
Åû·çÖØ»÷9				227	9	9	-1	-1	0	0	0
Åû·çÖØ»÷10				227	10	10	-1	-1	0	0	0
ÐÂÈ«¿¹10				241	10	10	-1	-1	0	0	0
ÐÂÈ«¿¹15				241	15	15	-1	-1	0	0	0
ÐÂÈ«¿¹20				241	20	20	-1	-1	0	0	0
¹¥»÷¼¼ÄÜ¼Ó³É5				243	5	5	-1	-1	0	0	0
ÎäÁÒÉúÃü				233	1080	1080	-1	-1	0	0	0
ÎäÁÒÄÚÁ¦				235	1000	1000	-1	-1	0	0	0
ÎäÁÒÆÕ·À				231	68	68	-1	-1	0	0	0
ÎäÁÒ¶¾·À				228	68	68	-1	-1	0	0	0
ÎäÁÒ±ù·À				232	68	68	-1	-1	0	0	0
ÎäÁÒ»ð·À				230	68	68	-1	-1	0	0	0
ÎäÁÒÍÁ·À				229	68	68	-1	-1	0	0	0
ÎäÁÒ¼õ¶¾				108	90	90	-1	-1	0	0	0
ÎäÁÒ¼õ±ù				106	90	90	-1	-1	0	0	0
ÎäÁÒ¼õÔÎ				110	90	90	-1	-1	0	0	0
ÎäÁÒµÖÏûÉËº¦				237	68	68	-1	-1	0	0	0
ÎäÁÒ¹¥»÷¼Ó³É				243	58	58	-1	-1	0	0	0
ÎäÁÒ´ò»÷»Ø¸´67				245	67	67	-1	-1	0	0	0
ÎäÁÒ´ò»÷»Ø¸´76				245	76	76	-1	-1	0	0	0
ÎäÁÒÅÜËÙ				111	85	85	-1	-1	0	0	0
ÎäÁÒ¸ñµ²				226	5	5	-1	-1	0	0	0
ÎäÁÒÖØ»÷				227	5	5	-1	-1	0	0	0
ÎäÁÒÉúÃü»Ø¸´Ð§ÂÊ				190	25	25	-1	-1	0	0	0
ÃÍ»¢Ð¥ÑÀ1				139	1	1	-1	-1	1456	1456	0
ÃÍ»¢Ð¥ÑÀ2				139	1	1	-1	-1	1458	1458	0
ÃÍ»¢Ð¥ÑÀ3				139	1	1	-1	-1	1460	1460	0
ÃÍ»¢Ð¥ÑÀ4				139	1	1	-1	-1	1462	1462	0
ÃÍ»¢Ð¥ÑÀ5				139	1	1	-1	-1	1464	1464	0
ÁúæøÉúÃü760				233	760	760	-1	-1	0	0	0
ÁúæøÉúÃü1000				233	1000	1000	-1	-1	0	0	0
ÁúæøÄÚÁ¦760				235	760	760	-1	-1	0	0	0
ÁúæøÄÚÁ¦840				235	840	840	-1	-1	0	0	0
ÁúæøÆÕ·À				231	60	60	-1	-1	0	0	0
Áúæø¶¾·À				228	60	60	-1	-1	0	0	0
Áúæø±ù·À				232	60	60	-1	-1	0	0	0
Áúæø»ð·À				230	60	60	-1	-1	0	0	0
ÁúæøÍÁ·À				229	60	60	-1	-1	0	0	0
Áúæø¼õ¶¾				108	85	85	-1	-1	0	0	0
Áúæø¼õ±ù				106	85	85	-1	-1	0	0	0
Áúæø¼õÔÎ				110	85	85	-1	-1	0	0	0
ÁúæøµÖÏûÉËº¦				237	60	60	-1	-1	0	0	0
ÁúæøÈ«¿¹				241	30	30	-1	-1	0	0	0
Áúæø¹¥»÷¼Ó³É45				243	45	45	-1	-1	0	0	0
Áúæø´ò»÷»Ø¸´				245	76	76	-1	-1	0	0	0
ÁúæøÅÜËÙ				111	80	80	-1	-1	0	0	0
Áúæø¸ñµ²				226	3	3	-1	-1	0	0	0
ÁúæøÖØ»÷				227	3	3	-1	-1	0	0	0
ÁúæøÉúÃü»Ö¸´Ð§ÂÊ				190	5	5	-1	-1	0	0	0
Áúæø¹¥»÷¼Ó³É35				243	35	35	-1	-1	0	0	0
¾Å½£ºÏÒ»1				139	1	1	-1	-1	1369	1369	0
Éñ¹âÐýÈÆ1				139	1	1	-1	-1	1384	1384	0
¾Å½£ºÏÒ»2				139	2	2	-1	-1	1369	1369	0
Éñ¹âÐýÈÆ2				139	2	2	-1	-1	1384	1384	0
¾Å½£ºÏÒ»3				139	3	3	-1	-1	1369	1369	0
Éñ¹âÐýÈÆ3				139	3	3	-1	-1	1384	1384	0
¼õÉÙ³Ù»ºÊ±¼ä11				106	55	55	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä12				106	60	60	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä13				106	65	65	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä14				106	70	70	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä15				106	75	75	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä16				106	80	80	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä17				106	85	85	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä18				106	90	90	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä19				106	95	95	-1	-1	0	0	0
¼õÉÙ³Ù»ºÊ±¼ä20				106	100	100	-1	-1	0	0	0
ÐÂµÖÏûÉËº¦200				237	200	200	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä85_95				108	85	95	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä85_95				110	85	95	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä85_95				106	85	95	-1	-1	0	0	0
ÉúÃü1459_1459				85	1459	1459	-1	-1	0	0	0
ÐÂÉúÃü£¨1459£©				233	1459	1459	-1	-1	0	0	0
É½ºÓ¹¥»÷¼¼ÄÜ£¨70£©				243	70	70	-1	-1	0	0	0
ÐÇ³½Ê¯_ÐÂµÖÏûÉËº¦				237	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_¼ÓÉîÉËº¦				269	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_¶Ô¹¥»÷¼¼ÄÜ¼Ó³É				243	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_Ôì³ÉÊÜÉË¸ÅÂÊ				259	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_µÖ¿¹ÊÜÉË¸ÅÂÊ				260	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_Ôì³ÉÊÜÉË¶¯×÷Ê±¼ä				219	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÐÂ´ò»÷»Ø¸´				245	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_Ôì³ÉÑ£ÔÎÊ±¼ä				220	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_¸ñµ²				226	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_µÖÏû¸ñµ²				270	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÖØ»÷				227	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_µÖµ²ÖØ»÷¸ÅÂÊ				271	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÐÂÉúÃü				233	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÐÂÄÚÁ¦				235	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÉúÃü»Ø¸´Ð§ÂÊ				190	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÄÚÁ¦»Ø¸´Ð§ÂÊ				248	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_Ôì³ÉÖÐ¶¾Ê±¼ä				258	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_Ëõ¶Ì¶¾·¢¼ä¸ô				164	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_Ô­¼õÉÙÖÐ¶¾Ê±¼ä				108	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_Ôì³É³Ù»ºÊ±¼ä				161	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_¼õÉÙ³Ù»ºÊ±¼ä				106	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_Ô­¼õÉÙÑ£ÔÎÊ±¼ä				110	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÉúÃü»Ø¸´£¨µã£©				88	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÄÚÁ¦»Ø¸´£¨µã£©				92	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÐÂÆÕ·À				231	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÐÂ»ð·À				230	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÐÂ±ù·À				232	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÐÂ¶¾·À				228	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ÐÂÀ×·À				229	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ºöÂÔ¶Ô·½ÆÕ·À				263	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ºöÂÔ¶Ô·½»ð·À				266	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ºöÂÔ¶Ô·½±ù·À				265	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ºöÂÔ¶Ô·½¶¾·À				264	1	1	-1	-1	0	0	0
ÐÇ³½Ê¯_ºöÂÔ¶Ô·½À×·À				267	1	1	-1	-1	0	0	0
È«¿¹5_10				114	5	10	-1	-1	0	0	0
È«¿¹10_15				114	10	15	-1	-1	0	0	0
È«¿¹10_20				114	10	20	-1	-1	0	0	0
ÐÂÄÚÁ¦_¹ÅËþ£¨1¼¶£©				235	250	275	-1	-1	0	0	0
ÐÂÄÚÁ¦_¹ÅËþ£¨2¼¶£©				235	250	300	-1	-1	0	0	0
ÐÂÄÚÁ¦_¹ÅËþ£¨3¼¶£©				235	250	325	-1	-1	0	0	0
ÐÂÄÚÁ¦_¹ÅËþ£¨4¼¶£©				235	250	375	-1	-1	0	0	0
ÐÂÄÚÁ¦_¹ÅËþ£¨5¼¶£©				235	250	425	-1	-1	0	0	0
ÐÂÄÚÁ¦_¹ÅËþ£¨6¼¶£©				235	500	550	-1	-1	0	0	0
ÐÂÄÚÁ¦_¹ÅËþ£¨7¼¶£©				235	500	600	-1	-1	0	0	0
ÐÂÄÚÁ¦_¹ÅËþ£¨8¼¶£©				235	500	650	-1	-1	0	0	0
ÐÂÄÚÁ¦_¹ÅËþ£¨9¼¶£©				235	500	800	-1	-1	0	0	0
ÐÂÄÚÁ¦_¹ÅËþ£¨10¼¶£©				235	500	1000	-1	-1	0	0	0
ÐÂÉúÃü_¹ÅËþ£¨1¼¶£©				233	250	275	-1	-1	0	0	0
ÐÂÉúÃü_¹ÅËþ£¨2¼¶£©				233	250	300	-1	-1	0	0	0
ÐÂÉúÃü_¹ÅËþ£¨3¼¶£©				233	250	325	-1	-1	0	0	0
ÐÂÉúÃü_¹ÅËþ£¨4¼¶£©				233	250	375	-1	-1	0	0	0
ÐÂÉúÃü_¹ÅËþ£¨5¼¶£©				233	250	425	-1	-1	0	0	0
ÐÂÉúÃü_¹ÅËþ£¨6¼¶£©				233	500	550	-1	-1	0	0	0
ÐÂÉúÃü_¹ÅËþ£¨7¼¶£©				233	500	600	-1	-1	0	0	0
ÐÂÉúÃü_¹ÅËþ£¨8¼¶£©				233	500	650	-1	-1	0	0	0
ÐÂÉúÃü_¹ÅËþ£¨9¼¶£©				233	500	800	-1	-1	0	0	0
ÐÂÉúÃü_¹ÅËþ£¨10¼¶£©				233	500	1000	-1	-1	0	0	0
¾­Ñé10_10				176	10	10	-1	-1	0	0	0
¾­Ñé20_20				176	20	20	-1	-1	0	0	0
¾­Ñé10_20				176	10	20	-1	-1	0	0	0
¾­Ñé20_30				176	20	30	-1	-1	0	0	0
¾­Ñé10_30				176	10	30	-1	-1	0	0	0
¾­Ñé20_40				176	20	40	-1	-1	0	0	0
¾­Ñé10_40				176	10	40	-1	-1	0	0	0
¾­Ñé20_60				176	20	60	-1	-1	0	0	0
¾­Ñé10_50				176	10	50	-1	-1	0	0	0
¾­Ñé20_80				176	20	80	-1	-1	0	0	0
È«¿¹5_5				241	5	5	-1	-1	0	0	0
È«¿¹10_10				241	10	10	-1	-1	0	0	0
È«¿¹10_20				241	10	20	-1	-1	0	0	0
È«¿¹10_30				241	10	30	-1	-1	0	0	0
È«¿¹5_10				241	5	10	-1	-1	0	0	0
ºöÂÔ¶Ô·½ÆÕ·À(¹ÅËþ1£©				263	4	8	-1	-1	0	0	0
ºöÂÔ¶Ô·½ÆÕ·À(¹ÅËþ2£©				263	4	16	-1	-1	0	0	0
ºöÂÔ¶Ô·½¶¾·À(¹ÅËþ1£©				264	4	8	-1	-1	0	0	0
ºöÂÔ¶Ô·½¶¾·À(¹ÅËþ2£©				264	4	16	-1	-1	0	0	0
ºöÂÔ¶Ô·½±ù·À(¹ÅËþ1£©				265	4	8	-1	-1	0	0	0
ºöÂÔ¶Ô·½±ù·À(¹ÅËþ2£©				265	4	16	-1	-1	0	0	0
ºöÂÔ¶Ô·½»ð·À(¹ÅËþ1£©				266	4	8	-1	-1	0	0	0
ºöÂÔ¶Ô·½»ð·À(¹ÅËþ2£©				266	4	16	-1	-1	0	0	0
ºöÂÔ¶Ô·½ÍÁ·À(¹ÅËþ1£©				267	4	8	-1	-1	0	0	0
ºöÂÔ¶Ô·½ÍÁ·À(¹ÅËþ2£©				267	4	16	-1	-1	0	0	0
ºöÂÔ¶Ô·½È«¿¹(¹ÅËþ£©				268	2	8	-1	-1	0	0	0
È«¼¼ÄÜ(¹ÅËþ£©				139	1	2	-1	-1	0	0	0
µÖÏû¸ñµ²¸ÅÂÊ(¹ÅËþ£©				270	1	3	-1	-1	0	0	0
ÃüÖÐÍµÈ¡ÉúÃü(¹ÅËþ1£©				66	1	1	-1	-1	0	0	0
ÃüÖÐÍµÈ¡ÉúÃü(¹ÅËþ2£©				66	1	3	-1	-1	0	0	0
ÃüÖÐÍµÈ¡ÉúÃü(¹ÅËþ3£©				66	1	5	-1	-1	0	0	0
ÃüÖÐÍµÈ¡ÄÚÁ¦(¹ÅËþ1£©				67	1	1	-1	-1	0	0	0
ÃüÖÐÍµÈ¡ÄÚÁ¦(¹ÅËþ2£©				67	1	3	-1	-1	0	0	0
ÃüÖÐÍµÈ¡ÄÚÁ¦(¹ÅËþ3£©				67	1	5	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÉúÃü£¨Ñô£©1				233	1000	1000	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÉúÃü£¨Ñô£©2				233	1100	1100	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÄÚÁ¦£¨Ñô£©1				235	1000	1000	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÄÚÁ¦£¨Ñô£©2				235	1100	1100	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×À×¿¹68				229	68	68	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×¶¾¿¹65				228	70	70	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×±ù¿¹70				232	70	70	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×»ð¿¹70				230	70	70	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×À×¿¹70				229	70	70	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÖÐ¶¾Ê±¼ä95				108	95	95	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×³Ù»ºÊ±¼ä95				106	95	95	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÔÎÑ£Ê±¼ä95				110	95	95	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÉúÃü»Ø¸´Ð§ÂÊ(6)				190	6	6	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×¹¥»÷¼¼ÄÜ¼Ó³É£¨63£©				243	63	63	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×´ò»÷»Ø¸´71				245	76	76	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×µÖÏûÉËº¦68				237	68	68	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×¸ñµ²4_4				226	4	4	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÐÂÈ«¿¹£¨34£©				241	34	34	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×¹¥»÷¼¼ÄÜ¼Ó³É£¨68£©				243	68	68	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×¸ñµ²6_6				226	6	6	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÉúÃü»Ø¸´Ð§ÂÊ(25)				190	25	25	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×³Ù»ºÊ±¼ä£¨95£©				106	95	95	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×´ò»÷»Ø¸´76				245	76	76	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×È«¼¼ÄÜ				139	1	1	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×µÖÏûÉËº¦70				237	70	70	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÅÜËÙ£¨90£©				111	90	90	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÖØ»÷£¨6£©				227	6	6	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×ÆÕ¿¹70				231	70	70	-1	-1	0	0	0
ÌÚÁú¹ÌÉ½ÎäÁÒÌ×¼õÉÙÑ£ÔÎÊ±¼ä95_95				110	95	95	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(ÖÁ×ðÓ¡¼ø)				246	2800	2800	-1	-1	0	0	0
ÎåÐÐÈõ»¯Öµ(ÖÁ×ðÓ¡¼ø)				247	2800	2800	-1	-1	0	0	0
¶Ô»Æ½ðboss¹¥»÷ÉËº¦(¹ÅËþ1£©				255	10	20	-1	-1	0	0	0
¶Ô»Æ½ðboss¹¥»÷ÉËº¦(¹ÅËþ2£©				255	20	30	-1	-1	0	0	0
ÐÂÉúÃü£¨1500£©				233	1500	1500	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä90_95(ÐÇËª)				108	90	95	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä90_95(ÐÇËª)				110	90	95	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä90_95(ÐÇËª)				106	90	95	-1	-1	0	0	0
ÐÂÉúÃü%2(ÐÇËª)				234	7	12	-1	-1	0	0	0
¼ÓÉîÉËº¦2(ÐÇËª)				269	15	20	-1	-1	0	0	0
µÖÏû¸ñµ²2(ÐÇËª)				270	2	4	-1	-1	0	0	0
Ôì³É³Ù»ºÊ±¼ä15_25£¨ÐÇËª£©				161	15	25	-1	-1	0	0	0
Ô¶³Ì·´µ¯£¨ÐÇËª£©				120	4	7	-1	-1	0	0	0
Ëõ¶Ì¶¾·¢¼ä¸ô£¨ÐÇËª£©				164	4	7	-1	-1	0	0	0
Ôì³É³Ù»ºÊ±¼ä£¨ÐÇËª£©				161	15	25	-1	-1	0	0	0
Ôì³ÉÑ£ÔÎ¸ÅÂÊ£¨ÐÇËª£©				261	3	5	-1	-1	0	0	0
Ô­¼õÉÙÖÐ¶¾Ê±¼ä£¨³à÷ëÂúÊôÐÔ£©				108	85	85	-1	-1	0	0	0
Ô­¼õÉÙÑ£ÔÎÊ±¼ä£¨³à÷ëÂúÊôÐÔ£©				110	85	85	-1	-1	0	0	0
Ô­¼õÉÙ±ù¶³Ê±¼ä£¨³à÷ëÂúÊôÐÔ£©				106	85	85	-1	-1	0	0	0
ºé»Ä¹¥»÷¼¼ÄÜ£¨100£©				243	100	100	-1	-1	0	0	0
ºé»ÄµÖÏû¸ñµ²				270	4	4	-1	-1	0	0	0
ÐÂÉúÃü£¨1939£©				233	1939	1939	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ1				227	1	1	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ2				227	2	2	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ3				227	3	3	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ4				227	4	4	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ5				227	5	5	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ6				227	6	6	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ7				227	7	7	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ8				227	8	8	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ9				227	9	9	-1	-1	0	0	0
µÖµ²ÖØ»÷¸ÅÂÊ10				227	10	10	-1	-1	0	0	0
ÐÂÆÕ·À£¨1¼¶£©				231	2	2	-1	-1	0	0	0
ÐÂÆÕ·À£¨2¼¶£©				231	4	4	-1	-1	0	0	0
ÐÂÆÕ·À£¨3¼¶£©				231	6	6	-1	-1	0	0	0
ÐÂÆÕ·À£¨4¼¶£©				231	8	8	-1	-1	0	0	0
ÐÂÆÕ·À£¨5¼¶£©				231	10	10	-1	-1	0	0	0
ÐÂÆÕ·À£¨6¼¶£©				231	12	12	-1	-1	0	0	0
