ÈÛÁ¶²ÄÁÏÃû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ğ	ÏêÏ¸Àà±ğ	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	Æ·ÖÊ	Ä§·¨ÊôĞÔË÷Òı1	¿ÉÈÛÁ¶×°±¸ÀàĞÍ1	¿ÉÈÛÁ¶×°±¸ÀàĞÍ2	¿ÉÈÛÁ¶×°±¸ÀàĞÍ3	¿ÉÈÛÁ¶×°±¸ÀàĞÍ4	¿ÉÈÛÁ¶×°±¸ÀàĞÍ5	¿ÉÈÛÁ¶×°±¸ÀàĞÍ6	ÌáÁ¶ºóÊÇ·ñÓÀ¾Ã°ó¶¨
Nh­îc Thñy V¨n C­¬ng- MËu[CÊp 5]	8	1	165	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3311	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- MËu[CÊp 6]	8	1	166	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3312	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- MËu[CÊp 7]	8	1	167	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3313	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- MËu[CÊp 8]	8	1	168	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3314	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- MËu[CÊp 9]	8	1	169	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3315	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- MËu[CÊp 10]	8	1	170	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3316	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- Kû [CÊp 1]	8	1	171	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3317	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- Kû [CÊp 2]	8	1	172	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3318	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- Kû [CÊp 3]	8	1	173	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3319	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- Kû [CÊp 4]	8	1	174	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3320	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- Kû [CÊp 5]	8	1	175	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3321	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- Kû [CÊp 6]	8	1	176	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3322	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- Kû [CÊp 7]	8	1	177	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3323	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- Kû [CÊp 8]	8	1	178	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3324	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- Kû [CÊp 9]	8	1	179	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3325	2	5	6	7			0
Nh­îc Thñy V¨n C­¬ng- Kû [CÊp 10]	8	1	180	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3326	2	5	6	7			0
Bµn Long V¨n C­¬ng- Gi¸p [CÊp 1]	8	1	181	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3327	3	5	6	7			0
Bµn Long V¨n C­¬ng- Gi¸p [CÊp 2]	8	1	182	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3328	3	5	6	7			0
Bµn Long V¨n C­¬ng- Gi¸p [CÊp 3]	8	1	183	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3329	3	5	6	7			0
Bµn Long V¨n C­¬ng- Gi¸p [CÊp 4]	8	1	184	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3330	3	5	6	7			0
Bµn Long V¨n C­¬ng- Gi¸p [CÊp 5]	8	1	185	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3331	3	5	6	7			0
Bµn Long V¨n C­¬ng- Gi¸p [CÊp 6]	8	1	186	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3332	3	5	6	7			0
Bµn Long V¨n C­¬ng- Gi¸p [CÊp 7]	8	1	187	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3333	3	5	6	7			0
Bµn Long V¨n C­¬ng- Gi¸p [CÊp 8]	8	1	188	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3334	3	5	6	7			0
Bµn Long V¨n C­¬ng- Gi¸p [CÊp 9]	8	1	189	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3335	3	5	6	7			0
Bµn Long V¨n C­¬ng- Gi¸p [CÊp 10]	8	1	190	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3336	3	5	6	7			0
Bµn Long V¨n C­¬ng- Êt [CÊp 1]	8	1	191	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3337	3	5	6	7			0
Bµn Long V¨n C­¬ng- Êt [CÊp 2]	8	1	192	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3338	3	5	6	7			0
Bµn Long V¨n C­¬ng- Êt [CÊp 3]	8	1	193	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3339	3	5	6	7			0
Bµn Long V¨n C­¬ng- Êt [CÊp 4]	8	1	194	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3340	3	5	6	7			0
Bµn Long V¨n C­¬ng- Êt [CÊp 5]	8	1	195	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3341	3	5	6	7			0
Bµn Long V¨n C­¬ng- Êt [CÊp 6]	8	1	196	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3342	3	5	6	7			0
Bµn Long V¨n C­¬ng- Êt [CÊp 7]	8	1	197	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3343	3	5	6	7			0
Bµn Long V¨n C­¬ng- Êt [CÊp 8]	8	1	198	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3344	3	5	6	7			0
Bµn Long V¨n C­¬ng- Êt [CÊp 9]	8	1	199	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3345	3	5	6	7			0
Bµn Long V¨n C­¬ng- Êt [CÊp 10]	8	1	200	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3346	3	5	6	7			0
Kim Long V¨n C­¬ng- Gi¸p [CÊp 1]	8	1	201	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3347	1	4	8				0
Kim Long V¨n C­¬ng- Gi¸p [CÊp 2]	8	1	202	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3348	1	4	8				0
Kim Long V¨n C­¬ng- Gi¸p [CÊp 3]	8	1	203	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3349	1	4	8				0
Kim Long V¨n C­¬ng- Gi¸p [CÊp 4]	8	1	204	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3350	1	4	8				0
Kim Long V¨n C­¬ng- Gi¸p [CÊp 5]	8	1	205	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3351	1	4	8				0
Kim Long V¨n C­¬ng- Gi¸p [CÊp 6]	8	1	206	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3352	1	4	8				0
Kim Long V¨n C­¬ng- Gi¸p [CÊp 7]	8	1	207	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3353	1	4	8				0
Kim Long V¨n C­¬ng- Gi¸p [CÊp 8]	8	1	208	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3354	1	4	8				0
Kim Long V¨n C­¬ng- Gi¸p [CÊp 9]	8	1	209	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3355	1	4	8				0
Kim Long V¨n C­¬ng- Gi¸p [CÊp 10]	8	1	210	\spr\item\fusion\ÁúÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3356	1	4	8				0
Thanh Méc V¨n C­¬ng- Gi¸p [CÊp 1]	8	1	211	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3357	1	4	8				0
Thanh Méc V¨n C­¬ng- Gi¸p [CÊp 2]	8	1	212	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3358	1	4	8				0
Thanh Méc V¨n C­¬ng- Gi¸p [CÊp 3]	8	1	213	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3359	1	4	8				0
Thanh Méc V¨n C­¬ng- Gi¸p [CÊp 4]	8	1	214	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3360	1	4	8				0
Thanh Méc V¨n C­¬ng- Gi¸p [CÊp 5]	8	1	215	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3361	1	4	8				0
Thanh Méc V¨n C­¬ng- Gi¸p [CÊp 6]	8	1	216	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3362	1	4	8				0
Thanh Méc V¨n C­¬ng- Gi¸p [CÊp 7]	8	1	217	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3363	1	4	8				0
Thanh Méc V¨n C­¬ng- Gi¸p [CÊp 8]	8	1	218	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3364	1	4	8				0
Thanh Méc V¨n C­¬ng- Gi¸p [CÊp 9]	8	1	219	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3365	1	4	8				0
Thanh Méc V¨n C­¬ng- Gi¸p [CÊp 10]	8	1	220	\spr\item\fusion\Ä¾ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3366	1	4	8				0
MŞch Thñy V¨n C­¬ng- Gi¸p [CÊp 1]	8	1	221	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3367	1	4	8				0
MŞch Thñy V¨n C­¬ng- Gi¸p [CÊp 2]	8	1	222	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3368	1	4	8				0
MŞch Thñy V¨n C­¬ng- Gi¸p [CÊp 3]	8	1	223	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3369	1	4	8				0
MŞch Thñy V¨n C­¬ng- Gi¸p [CÊp 4]	8	1	224	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3370	1	4	8				0
MŞch Thñy V¨n C­¬ng- Gi¸p [CÊp 5]	8	1	225	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3371	1	4	8				0
MŞch Thñy V¨n C­¬ng- Gi¸p [CÊp 6]	8	1	226	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3372	1	4	8				0
MŞch Thñy V¨n C­¬ng- Gi¸p [CÊp 7]	8	1	227	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3373	1	4	8				0
MŞch Thñy V¨n C­¬ng- Gi¸p [CÊp 8]	8	1	228	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3374	1	4	8				0
MŞch Thñy V¨n C­¬ng- Gi¸p [CÊp 9]	8	1	229	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3375	1	4	8				0
MŞch Thñy V¨n C­¬ng- Gi¸p [CÊp 10]	8	1	230	\spr\item\fusion\Ë®ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3376	1	4	8				0
Xİch Háa V¨n C­¬ng- Gi¸p [CÊp 1]	8	1	231	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3377	1	4	8				0
Xİch Háa V¨n C­¬ng- Gi¸p [CÊp 2]	8	1	232	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3378	1	4	8				0
Xİch Háa V¨n C­¬ng- Gi¸p [CÊp 3]	8	1	233	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3379	1	4	8				0
Xİch Háa V¨n C­¬ng- Gi¸p [CÊp 4]	8	1	234	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3380	1	4	8				0
Xİch Háa V¨n C­¬ng- Gi¸p [CÊp 5]	8	1	235	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3381	1	4	8				0
Xİch Háa V¨n C­¬ng- Gi¸p [CÊp 6]	8	1	236	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3382	1	4	8				0
Xİch Háa V¨n C­¬ng- Gi¸p [CÊp 7]	8	1	237	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3383	1	4	8				0
Xİch Háa V¨n C­¬ng- Gi¸p [CÊp 8]	8	1	238	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3384	1	4	8				0
Xİch Háa V¨n C­¬ng- Gi¸p [CÊp 9]	8	1	239	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	9	3385	1	4	8				0
Xİch Háa V¨n C­¬ng- Gi¸p [CÊp 10]	8	1	240	\spr\item\fusion\»ğÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	10	3386	1	4	8				0
L¹c L«i V¨n C­¬ng- Gi¸p [CÊp 1]	8	1	241	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	1	3387	1	4	8				0
L¹c L«i V¨n C­¬ng- Gi¸p [CÊp 2]	8	1	242	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	2	3388	1	4	8				0
L¹c L«i V¨n C­¬ng- Gi¸p [CÊp 3]	8	1	243	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	3	3389	1	4	8				0
L¹c L«i V¨n C­¬ng- Gi¸p [CÊp 4]	8	1	244	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	4	3390	1	4	8				0
L¹c L«i V¨n C­¬ng- Gi¸p [CÊp 5]	8	1	245	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	5	3391	1	4	8				0
L¹c L«i V¨n C­¬ng- Gi¸p [CÊp 6]	8	1	246	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	6	3392	1	4	8				0
L¹c L«i V¨n C­¬ng- Gi¸p [CÊp 7]	8	1	247	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	7	3393	1	4	8				0
L¹c L«i V¨n C­¬ng- Gi¸p [CÊp 8]	8	1	248	\spr\item\fusion\À×ÎÆ¸Ö.spr	41	1	1	V¨n C­¬ng thİ luyÖn tõ Tinh ThiÕt Kho¸ng cã thÓ gia t¨ng søc m¹nh trang bŞ.	0	0	1	0	8	3394	1	4	8				0
