QId	Tip	Content	ChooseCount	Price	Choose1	Choose2	Choose3	Choose4	Choose5	Choose6	Choose7	Choose8	Choose9	Choose10	BeginSaleTime	EndSaleTime	BeginPayForTime	EndPayForTime	Answer	BonusRate	MaxBonus
2173		ChÝnh thÞ Giang Nam h¶o phong c¶nh, _____________. 	4	0	Hoa r¬i tiÕt hùu phïng qu©n 	Kú v­¬ng trong nhµ tÇm th­êng kiÕn 	Th«i cöu ®­êng tiÒn kû ®é v¨n 	Phong ®¨ng chiÕu d¹ dôc canh ba 											1	50	10000000
2174		L¹c D­¬ng th©n h÷u nÕu nh­ muèn hái, _____________. 	4	0	NhÊt phiÕn b¨ng t©m ë ngäc hå 	Hµn m­a liªn giang d¹ nhËp ng« 	B×nh minh tiÔn kh¸ch së s¬n c« gia 	Phông tröu b×nh minh cung vµng ®iÖn ngäc khai 											1	50	10000000
2175		Nh­ng sö Long Thµnh phi t­¬ng ë, _____________. 	4	0	Kh«ng gi¸o hå m· ®é ©m s¬n 	B×nh minh tiÔn kh¸ch së s¬n c« gia 	Hµn m­a liªn giang d¹ nhËp ng« 	Phông tröu b×nh minh cung vµng ®iÖn ngäc khai 											1	50	10000000
2176		§¹i m¹c phong trÇn nhËt mÇu h«n, _____________. 	4	0	Hång kú nöa cuèn ra viªn m«n 	TiÒn qu©n ®¸nh ®ªm thao Hµ B¾c 	DÜ b¸o b¾t gi÷ d©n téc Thæ Dôc Hån 	§ªm qua phong khai lé tØnh ®µo 											1	50	10000000
2177		VÞ thµnh triªu m­a Êp khinh trÇn, _____________. 	4	0	Kh¸ch bá xanh liÔu mÇu t©n 	QuÕ ph¸ch míi sinh thu lé vi 	KhuyÕn qu©n canh tÉn mét chÐn r­îu 	Khinh la dÜ máng vÞ thay y phôc 											1	50	10000000
2178		KhuyÕn qu©n canh tÉn mét chÐn r­îu, _____________. 	4	0	T©y ra d­¬ng quan v« cí nh©n 	Kh¸ch bá xanh liÔu mÇu t©n 	QuÕ ph¸ch míi sinh thu lé vi 	VÞ thµnh triªu m­a Êp khinh trÇn 											1	50	10000000
2179		§Ëu ®á sinh miÒn nam, _____________. 	4	0	Xu©n tíi ph¸t kû chi 	N­íc ch¶y nÕu nh­ cã ý ®Þnh 	MÆt trêi lÆn m·n thu s¬n 	Thanh ¶i nhËp kh¸n v« 											1	50	10000000
2180		NguyÖn qu©n chän thªm hiÖt, _____________. 	4	0	VËt Êy tèi t­¬ng t­ 	§Ëu ®á sinh miÒn nam 	Xu©n th¶o sang n¨m xanh biÕc 	KhÝ trêi muén thu 											1	50	10000000
2181		§éc ë tha h­¬ng vi dÞ kh¸ch, _____________. 	4	0	Mçi phïng ngµy héi béi t­ th©n 	Xa gi¸ huýnh xuÊt thiªn m«n liÔu 	C¸c nãi quay vÒ coi träng uyÓn hoa 	Vi ngåi d­¬ng khÝ thÞnh hµnh lÖnh 											1	50	10000000
2182		Xa biÕt huynh ®Ö ®¨ng cao chç, _____________. 	4	0	BiÕn s¸p thï du Ýt mét ng­êi 	§iÒu kh«ng ph¶i thÇn du ngo¹n vËt hoa 	ThÇn lay ®éng ngäc béi xu cung vµng ®iÖn ngäc 	Trong nói tËp tÜnh quan triªu cËn 											1	50	10000000
2183		M¹c m¹c ruéng n­íc phi b¹ch lé, _____________. 	4	0	¢m ©m h¹ méc chuyÓn chim hoµng oanh 	Trong nói tËp tÜnh quan triªu cËn 	Tïng h¹ thanh trai chiÕt lé Kuwai 	D· l·o cïng ng­êi tranh tÞch th«i 											1	50	10000000
2184		Väng l©u phô tam tÇn, _____________. 	4	0	S­¬ng khãi ng¾m ngò t©n 	ThÇn chinh ph¹m yªn ®Æng 	TÞch khÕ ë v©n quan 	Phong c¶nh tró ly vui mõng 											1	50	10000000
2185		Trong n­íc tån tri kû, _____________. 	4	0	Thiªn nhai nÕu l¸ng giÒng 	Qu©n v­¬ng kh«ng chç së 	Thai t¹ nÕu b×nh sinh 	T©y L¨ng tïng gi¶ l·nh 											1	50	10000000
2186		§«ng ngµy phÝa t©y m­a, _____________. 	4	0	Nãi thÞ v« t×nh ®· cã chuyÖn 	V¨n lang giang th­îng h¸t thanh 	D­¬ng liÔu xanh n­íc s«ng b×nh 	Trªn nói tÇng tÇng ®µo lý hoa 											1	50	10000000
2187		Hoa hång dÞch suy tù lang ý, _____________. 	4	0	Dßng n­íc v« h¹n tù n«ng buån 	C©y ®µo nói hång hoa rãt ®Çy ®Çu 	Thôc giang xu©n thñy ph¸ch s¬n l­u 	V©n ®ang lóc khãi löa lµ ng­êi gia 											1	50	10000000
2188		D· kho¸ng thiªn thÊp c©y, _____________. 	4	0	Giang thanh nguyÖt ng­êi thêi nay 	Dêi thuyÒn b¹c yªn chö 	Hoµng h«n kh¸ch buån t©n 	§oan c­ sØ th¸nh minh 											1	50	10000000
2189		Xu©n miªn ch­a ph¸t gi¸c ra hiÓu, _____________. 	4	0	N¬i chèn v¨n ®Ò ®iÓu 	S¬n quang hèt t©y r¬i 	Tr× nguyÖt tiÖm ®«ng th­îng 	H«m qua tiÕng m­a giã 											1	50	10000000
2190		H«m qua tiÕng m­a giã, _____________. 	4	0	R¬i biÕt nhiÒu Ýt 	C¶m thö nghi ngê cè nh©n 	T¸m th¸ng hå n­íc b×nh 	KhÝ ch­ng v©n méng tr¹ch 											1	50	10000000
2191		C©y xanh th«n biªn hîp, _____________. 	4	0	Nói xanh qu¸ch ngo¹i tµ 	Hoµng kim ®èt quÕ tÉn 	Cè nh©n cô kª thö 	Yªu ta tíi n«ng d©n 											1	50	10000000
2192		§îi cho trïng d­¬ng nhËt, _____________. 	4	0	Cßn tùu c©y hoa cóc 	Khai hiªn mÆt s©n ph¬i 	N©ng cèc nãi tang ma 	§îi cho trïng d­¬ng nhËt 											1	50	10000000
2193		Phong minh hai bê s«ng l¸, _____________. 	4	0	NguyÖt chiÕu nhÊt thuyÒn c« ®éc 	S¬n minh thÝnh v­în buån 	Th­¬ng Giang cÊp d¹ l­u 	Nghe nãi hoa mai t¶o 											1	50	10000000
2194		Ba m­¬i c«ng danh trÇn d÷ ®Êt, _____________. 	4	0	B¸t ngh×n dÆm ®­êng v©n vµ nguyÖt 	Mét håi buån méng tØnh r­îu th× 	R­îu diªn ca tÞch chí tõ chèi tÇn 	KhuyÕn qu©n sê t¸c ®éc tØnh nh©n 											1	50	10000000
2195		Tr¸ng sÜ c¬ xan hå lç thÞt, _____________. 	4	0	Trß c­êi kh¸t uèng d©n téc Hung n« m¸u 	Tr­íc m¾t s¬n hµ kho¶ng kh«ng niÖm xa 	Lu«n lu«n th× giê h÷u h¹n th©n 	KÕ ho¹ch kiÕp phï du ngh×n v¹n lÇn tù 											1	50	10000000
2196		Kh«ng thÓ tr¸nh ®­îc r¬i khø, _____________. 	4	0	Gièng nh­ ®· tõng quen biÕt yÕn trë vÒ 	Vµi lÇn s¬ giät m­a viªn hµ 	V·n hoa hång phiÕn r¬i ®×nh toa 	Khóc ch»ng chÞt ¶nh nhËp l¹nh ba 											1	50	10000000
2197		TiÖc xong hùu thµnh kho¶ng kh«ng, _____________. 	4	0	Hån mª méng xu©n trung 	Lai liÒn hµi trung lµm 	Thu ba hoµnh dôc l­u 	¸nh m¾t ¸m cïng c©u 											1	50	10000000
2198		Hçn lo¹n xu©n buån nÕu nh­ t¬ liÔu, _____________. 	4	0	L¶ l­ít trong méng v« tÇm chç 	B¸ch th¶o thiªn hoa hµn thùc lé 	Hai m¾t ®Ém lÖ û l©u tÇn ®éc tho¹i 	H­¬ng xa th¾t ë nhµ ai c©y 											1	50	10000000
2199		DÞu dµng nhÊt thñy ®ang lóc, _____________. 	4	0	§­a t×nh kh«ng ®­îc ng÷ 	S«ng ng©n thanh th¶ c¹n 	Nhá vµ dµi tr¹c tè thñ 	Khãc ch¶y n­íc m¾t nh­ m­a 											1	50	10000000
2200		Xa x«i sao khiªn ng­u, _____________. 	4	0	S¸ng trong s«ng ng©n n÷ 	Võa ®i phôc mÊy phÇn 	Tr¸t tr¸t léng m¸y dÖt 	Khãc ch¶y n­íc m¾t nh­ m­a 											1	50	10000000
2201		Xu©n phong hùu xanh biÕc Giang Nam ng¹n, _____________. 	4	0	Tr¨ng s¸ng bao thuë chiÕu ta cßn 	Phong c¶nh kh«ng cïng bèn mïa cïng 	Chung s¬n chØ c¸ch sæ nÆng s¬n 	Kinh miÖng d­a ch©u nhÊt thñy ®ang lóc 											1	50	10000000
2202		§Çy v­ên s¾c xu©n quan kh«ng ®­îc, _____________. 	4	0	NhÊt chi hång h¹nh ra t­êng lai 	øng víi liªn kÞch dÊu r¨ng th­¬ng ®µi 	TiÓu trõ cöa sµi cöu kh«ng ra 	Tæng b¶ t©n ®µo ho¸n cò phï 											1	50	10000000
2203		B¸ch xuyªn ®«ng ®¸o h¶i, _____________. 	4	0	Bao thuë phôc t©y vÒ 	Mïa xu©n bè ®øc tr¹ch 	Hçn hoµng hoa l¸ suy 	Mïa xu©n bè ®øc tr¹ch 											1	50	10000000
2204		TrÎ trung kh«ng nç lùc, _____________. 	4	0	L·o ®¹i ®å bi th­¬ng 	S­¬ng mai ®·i nhËt hi 	V¹n vËt sinh quang huy 	Hçn hoµng hoa l¸ suy 											1	50	10000000
2205		Ngoµi nói nói xanh l©u ngo¹i l©u, _____________. 	4	0	T©y hå ca vò bao l©u nghØ 	Th¼ng b¶ Hµng Ch©u ®­¬ng biÖn ch©u 	Phong c¶nh kh«ng cïng bèn mïa cïng 	Hoa cã mïi th¬m ng¸t nguyÖt cã ©m 											1	50	10000000
2206		ThÇn t©m mét m¶nh kim la bµn th¹ch, _____________. 	4	0	Kh«ng chØ nam ph­¬ng kh«ng chÞu nghØ 	Quay vÒ tõ d­¬ng tö ®¹i giang ®Çu 	MÊy ngµy theo giã b¾c h¶i du 	Ca tr«ng nom  l©u ®×nh thanh tinh tÕ 											1	50	10000000
2207		V­¬ng s­ b¾c ®Þnh vïng Trung Nguyªn nhËt, _____________. 	4	0	Bµi ®iÕu cóng tæ tiªn v« quªn c¸o n·i «ng 	Bµi ®iÕu cóng tæ tiªn v« quªn c¸o nh÷ «ng 	Nh­ng bi kh«ng gÆp Cöu Ch©u cïng 	Sau khi nguyªn biÕt v¹n sù kho¶ng kh«ng 											1	50	10000000
2208		Ph¸o trong tiÕng nhÊt ngµy 30 tÕt, _____________. 	4	0	Xu©n phong tèng no·n nhËp ®å t« 	Tæng b¶ t©n ®µo ho¸n cò phï 	Thiªn m«n v¹n hé ®ång ®ång nhËt 	N¨m ®­îc mïa l­u kh¸ch ®ñ kª ®ån 											1	50	10000000
2209		Sinh coi nh­ nh©n kiÖt, _____________. 	4	0	Tö còng hi sinh oanh liÖt 	§Õn nay t­ H¹ng Vâ 	Trêi mªnh m«ng biÓn m©y ®ang lóc 	Kh«ng chÞu qua Giang §«ng 											1	50	10000000
2210		NhËn thiªn l¸ sen v« cïng bÝch, _____________. 	4	0	¸nh nhËt hoa sen kh¸c hång 	Dï sao T©y hå th¸ng s¸u trung 	Phong c¶nh kh«ng cïng bèn mïa cïng 	LÇm vµo ngÉu hoa ë chç s©u trong 											1	50	10000000
2211		Xu©n tiªu nhÊt kh¾c thiªn kim, _____________. 	4	0	Hoa cã mïi th¬m ng¸t nguyÖt cã ©m 	Ca tr«ng nom  l©u ®×nh thanh tinh tÕ 	Bµn ®u d©y s©n d¹ nÆng nÒ 	Hi väng l¹i mét th«n 											1	50	10000000
2212		S¬n träng thñy phôc nghi kh«ng ®­êng, _____________. 	4	0	Hi väng l¹i mét th«n 	N¨m ®­îc mïa l­u kh¸ch ®ñ kª ®ån 	Y quan ®¬n gi¶n cæ phong tån 	Trô tr­îng kh«ng lóc nµo d¹ gâ cöa 											1	50	10000000
2213		Tranh ®é, tranh ®é, _____________. 	4	0	GiËt m×nh mét b·i ©u lé 	Say mª ch¼ng biÕt ®­êng vÒ 	Th­êng nhí khª ®×nh hoµng h«n 	LÇm vµo ngÉu hoa ë chç s©u trong 											1	50	10000000
2214		ChuyÖn cò ®· thµnh kho¶ng kh«ng, _____________. 	4	0	Hoµn nÕu nh­ nhÊt trong méng 	Cao lÇu thïy d÷ th­îng 	Cè quèc méng quay vÒ 	Tr­êng nhí thu chuyÖn ng¾m 											1	50	10000000
2215		Dôc nghÌo thiªn lý con m¾t, _____________. 	4	0	N©ng cao mét b­íc 	Hoµng Hµ vµo biÓn l­u 	Ban ngµy dùa vµo tÉn 	NgÈng ®Çu ng¾m tr¨ng s¸ng 											1	50	10000000
2216		Tuæi giµ chÝ ch­a giµ, _____________. 	4	0	ChÝ ë thiªn lý 	Chung vi ®Êt h«i 	Du cã c¸nh th× 	ChÝ lín kh«ng ngít 											1	50	10000000
2217		NhËt nguyÖt hµnh tr×nh, _____________. 	4	0	NÕu ra trong ®ã 	Sãng lín d©ng lªn 	NÕu ra kú lý 	Ca dÜ vÞnh chÝ 											1	50	10000000
2218		Vèn lµ cïng c©y sinh, _____________. 	4	0	Cïng tiªn g× qu¸ mau 	Léc thôc cho r»ng n­íc 	§Ëu ë phñ trung khãc 	Chö ®Ëu tr× t¸c canh 											1	50	10000000
2219		§èi r­îu ®­¬ng ca, _____________. 	4	0	Nh©n sinh bao nhiªu 	¤ th­íc bay vÒ phÝa nam 	Lo l¾ng lßng ta 	Cæ s¾t xuy sanh 											1	50	10000000
2220		_____________, tÊt cã ta s­ yªn. 	4	0	Ba ng­êi ®i 	Hai ng­êi ®i 	Mét ng­êi ®i 	Bèn ng­êi ®i 											1	50	10000000
2221		C¬n giã m¹nh mÊy v¹n lý, _____________. 	4	0	Xuy ®é Ngäc m«n quan 	Thë dµi vÞ øng víi rçi r·nh 	Trêi mªnh m«ng biÓn m©y ®ang lóc 	T­ vÒ ®a khæ nhan 											1	50	10000000
