Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
MÆt n¹ - Thµnh Niªn L«i KiÕm	0	11	238	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1061	1061													44	7200	7200															
MÆt n¹ - Thµnh Niªn TiÕu S­¬ng	0	11	239	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1062	1062													44	7200	7200															
MÆt n¹ - Thµnh Niªn Háa NhËn	0	11	240	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1063	1063													44	7200	7200															
MÆt n¹ - Thµnh Niªn H¶i §­êng	0	11	241	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1064	1064													44	7200	7200															
MÆt n¹ - Thµnh Niªn Kim Phong	0	11	242	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1065	1065													44	7200	7200															
MÆt n¹ - Tinh Linh (Lôc) 	0	11	243	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1121	1121													44	7200	7200															
MÆt n¹ - T©n Niªn HiÖp Kh¸ch	0	11	244	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1122	1122													44	1440	1440															
MÆt n¹ - T©n Niªn HiÖp N÷ 	0	11	245	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1123	1123													44	1440	1440															
MÆt n¹ - Thá tr¾ng	0	11	246	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1124	1124													44	7200	7200															
MÆt n¹ - TuÇn Léc	0	11	247	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1125	1125													44	7200	7200															
MÆt n¹ - Tinh Linh (xanh) 	0	11	248	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1126	1126													44	1440	1440															
MÆt n¹ - Tinh Linh (tİm) 	0	11	249	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1127	1127													44	1440	1440															
MÆt n¹ - Tinh Linh (®á) 	0	11	250	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1128	1128													44	1440	1440															
MÆt n¹ - Tinh Linh (vµng) 	0	11	251	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1129	1129													44	1440	1440															
MÆt n¹ - ¤ng Giµ N«el (xanh) 	0	11	252	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1130	1130													44	7200	7200															
MÆt n¹ - ¤ng Giµ N«el (Hång phÊn) 	0	11	253	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1131	1131													44	7200	7200															
MÆt n¹ - ¤ng Giµ N«el (tr¾ng) 	0	11	254	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1132	1132													44	7200	7200															
MÆt n¹ - ¤ng Giµ N«el (vµng) 	0	11	255	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1133	1133													44	7200	7200															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (xanh) 	0	11	256	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1134	1134													44	7200	7200															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (Hång phÊn) 	0	11	257	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1135	1135													44	7200	7200															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (tr¾ng) 	0	11	258	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1136	1136													44	7200	7200															
MÆt n¹ - Thiªn Sø Gi¸ng Sinh (vµng) 	0	11	259	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1137	1137													44	7200	7200															
MÆt n¹ - H¹ Thµnh	0	11	260	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1138	1138													44	7200	7200															
MÆt n¹ - T« Tõ Hinh	0	11	261	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1139	1139													44	7200	7200															
MÆt n¹ - §­êng Thiªn T©m	0	11	262	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1140	1140													44	7200	7200															
MÆt n¹ - Niªn Thó 	0	11	263	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1141	1141													44	7200	7200															
MÆt n¹ - H¹ Thµnh	0	11	264	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		100	1	0		1138	1138													44	7200	7200															
MÆt n¹ - T« Tõ Hinh	0	11	265	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		100	1	0		1139	1139													44	7200	7200															
MÆt n¹ - §­êng Thiªn T©m	0	11	266	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		100	1	0		1140	1140													44	7200	7200															
MÆt n¹ - T©y B¾c S¬n tÆc ®Çu lÜnh 	0	11	267	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		140	140													44	43200	43200															
MÆt n¹ - T©y Nam S¬n tÆc ®Çu lÜnh 	0	11	268	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		141	141													44	43200	43200															
MÆt n¹ - Giang Nam S¬n tÆc ®Çu lÜnh 	0	11	269	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		142	142													44	43200	43200															
MÆt n¹ - §«ng B¾c S¬n tÆc ®Çu lÜnh 	0	11	270	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		143	143													44	43200	43200															
MÆt n¹ - Hoa B¾c S¬n tÆc ®Çu lÜnh 	0	11	271	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		144	144													44	43200	43200															
MÆt n¹ - Nam Bé S¬n tÆc ®Çu lÜnh 	0	11	272	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		145	145													44	43200	43200															
MÆt n¹ - S¬n tÆc ®Çu lÜnh	0	11	273	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		148	148													44	43200	43200															
MÆt n¹ - T©y B¾c S¬n tÆc Gi¸p 	0	11	274	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		149	149													44	43200	43200															
MÆt n¹ - T©y B¾c S¬n tÆc Êt 	0	11	275	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		150	150													44	43200	43200															
MÆt n¹ - T©y Nam S¬n tÆc Gi¸p 	0	11	276	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		151	151													44	43200	43200															
MÆt n¹ - T©y Nam S¬n tÆc Êt 	0	11	277	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		152	152													44	43200	43200															
MÆt n¹ - Giang Nam S¬n tÆc Gi¸p 	0	11	278	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		153	153													44	43200	43200															
MÆt n¹ - Giang Nam S¬n tÆc Êt 	0	11	279	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		154	154													44	43200	43200															
MÆt n¹ - Hoa Nam S¬n tÆc Gi¸p 	0	11	280	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		155	155													44	43200	43200															
MÆt n¹ - Hoa Nam S¬n tÆc Êt 	0	11	281	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		156	156													44	43200	43200															
MÆt n¹ - §«ng B¾c S¬n tÆc Gi¸p 	0	11	282	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		157	157													44	43200	43200															
MÆt n¹ - §«ng B¾c S¬n tÆc Êt 	0	11	283	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		158	158													44	43200	43200															
MÆt n¹ - Hoa B¾c S¬n tÆc Gi¸p 	0	11	284	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		159	159													44	43200	43200															
MÆt n¹ - Hoa B¾c S¬n tÆc Êt 	0	11	285	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		160	160													44	43200	43200															
MÆt n¹ - Trung Nguyªn S¬n tÆc Gi¸p 	0	11	286	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		161	161													44	43200	43200															
MÆt n¹ - Trung Nguyªn S¬n tÆc Êt 	0	11	287	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		162	162													44	43200	43200															
MÆt n¹ - S¬n tÆc Gi¸p 	0	11	288	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		163	163													44	43200	43200															
MÆt n¹ - S¬n tÆc Êt 	0	11	289	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		164	164													44	43200	43200															
MÆt n¹ - S¬n tÆc Bİnh 	0	11	290	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		165	165													44	43200	43200															
MÆt n¹ - S¬n tÆc §inh 	0	11	291	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		166	166													44	43200	43200															
MÆt n¹ - S¬n tÆc MËu 	0	11	292	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		167	167													44	43200	43200															
MÆt n¹ - S¬n tÆc Kû 	0	11	293	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		168	168													44	43200	43200															
MÆt n¹ - S¬n tÆc Canh 	0	11	294	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		169	169													44	43200	43200															
MÆt n¹ - Qu¸i thó 	0	11	295	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		176	176													44	43200	43200															
MÆt n¹ - Méc nh©n	0	11	296	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		190	190													44	43200	43200															
MÆt n¹ - §ång nh©n	0	11	297	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		191	191													44	43200	43200															
MÆt n¹ - N÷ thİch kh¸ch	0	11	298	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		192	192													44	43200	43200															
MÆt n¹ - DiÖu Nh­ 	0	11	299	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		193	193													44	43200	43200															
MÆt n¹ - DiÖu Èn 	0	11	300	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		470	470													44	43200	43200															
MÆt n¹ - DiÖp B¨ng H©n	0	11	301	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		471	471													44	43200	43200															
MÆt n¹ - TÇn û Phong	0	11	302	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		473	473													44	43200	43200															
MÆt n¹ - T¹ V©n La	0	11	303	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		474	474													44	43200	43200															
MÆt n¹ - Thanh Liªn Tö 	0	11	304	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		476	476													44	43200	43200															
MÆt n¹ - §ång TŞch Nhan	0	11	305	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		478	478													44	43200	43200															
MÆt n¹ - Ngôy LiÔu ¤ng	0	11	306	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		480	480													44	43200	43200															
MÆt n¹ - Hßa Th­îng chiÕn ®Êu	0	11	307	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		411	411													44	43200	43200															
MÆt n¹ - La Khu«ng Sinh	0	11	308	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		483	483													44	43200	43200															
MÆt n¹ - §­êng Cõu	0	11	309	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		485	485													44	43200	43200															
MÆt n¹ - §­êng Nhµn 	0	11	310	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		486	486													44	43200	43200															
MÆt n¹ - §­êng V©n	0	11	311	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		487	487													44	43200	43200															
MÆt n¹ - §­êng D· 	0	11	312	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		488	488													44	43200	43200															
MÆt n¹ - H¹ Thµnh	0	11	313	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		491	491													44	43200	43200															
MÆt n¹ - H¾c DiÖn Lang Qu©n	0	11	314	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		492	492													44	43200	43200															
MÆt n¹ - §å DŞ 	0	11	315	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		493	493													44	43200	43200															
MÆt n¹ - Ni c« chiÕn ®Êu	0	11	316	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		412	412													44	43200	43200															
MÆt n¹ - Kim Quèc Quan viªn	0	11	317	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		49	49													44	43200	43200															
MÆt n¹ - Long B¸t	0	11	318	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		1042	1042													44	43200	43200															
MÆt n¹ - LiÖu Kú 	0	11	319	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		501	501													44	43200	43200															
MÆt n¹ - Phông HÊp Nh­ 	0	11	320	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		502	502													44	43200	43200															
MÆt n¹ - Tõ Tù Lùc 	0	11	321	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		680	680													44	43200	43200															
MÆt n¹ - KiÕm ThËp Tam	0	11	322	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		505	505													44	43200	43200															
MÆt n¹ - YÕn Cöu	0	11	323	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		506	506													44	43200	43200															
MÆt n¹ - Bµnh Liªn §øc	0	11	324	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		507	507													44	43200	43200															
MÆt n¹ - L­u Phi Long 	0	11	325	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		508	508													44	43200	43200															
MÆt n¹ - M¹c TiÓu Oanh	0	11	326	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		509	509													44	43200	43200															
MÆt n¹ - §µm Tam Tho¸i	0	11	327	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		510	510													44	43200	43200															
MÆt n¹ - Nam trung niªn ThÇn bİ 	0	11	328	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		652	652													44	43200	43200															
MÆt n¹ - Long Ngò 	0	11	329	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		664	664													44	43200	43200															
MÆt n¹ - Lé Tr­êng Thiªn 	0	11	330	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		669	669													44	43200	43200															
MÆt n¹ - Lôc l©m	0	11	331	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		670	670													44	43200	43200															
MÆt n¹ - Phan Nh­ Long 	0	11	332	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		671	671													44	43200	43200															
MÆt n¹ - M«ng Cæ Vâ sÜ 	0	11	333	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		673	673													44	43200	43200															
MÆt n¹ - Thñy TÆc 	0	11	334	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		674	674													44	43200	43200															
MÆt n¹ - Hµ Hoa §¹o	0	11	335	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		675	675													44	10080	10080															
MÆt n¹ - Long Truy Vò 	0	11	336	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		676	676													44	10080	10080															
MÆt n¹ - Liªu §Şnh	0	11	337	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		694	694													44	10080	10080															
MÆt n¹ - L¹c Quang	0	11	338	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		54	54													44	43200	43200															
MÆt n¹ - Ng©n Nha	0	11	339	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		56	56													44	43200	43200															
MÆt n¹ - S­¬ng §ao	0	11	340	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		57	57													44	43200	43200															
MÆt n¹ - L·nh §ao	0	11	341	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		59	59													44	43200	43200															
MÆt n¹ - Hµn Th­¬ng	0	11	342	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		63	63													44	43200	43200															
MÆt n¹ - B«n L«i	0	11	343	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		94	94													44	43200	43200															
MÆt n¹ - §éc Bé 	0	11	344	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		109	109													44	43200	43200															
MÆt n¹ - Gi¸ng Chïy	0	11	345	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		113	113													44	43200	43200															
MÆt n¹ - Xİch Ch­ëng	0	11	346	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		134	134													44	43200	43200															
MÆt n¹ - Lang Bæng	0	11	347	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		157	157													44	43200	43200															
MÆt n¹ - Bé Hi TrÇn	0	11	348	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		851	851													44	43200	43200															
MÆt n¹ - KiÒu §Ønh Thiªn 	0	11	349	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		852	852													44	43200	43200															
MÆt n¹ - §iªu DŞch §ao	0	11	350	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		100	1	0		853	853													44	43200	43200															
