MissleId	MissleName	MoveKind	FollowKind	ColFollowTarget	MissleHeight	CollidRange	IsRangeDmg	DmgRange	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ResponseSkill	CanDestroy	ColVanish	CanSlow	CanColFriend	AutoExplode	MissRate	Param1	Param2	Param3	MultiShow	AnimFile1	AnimFileInfo1	SndFile1	AnimFile2	AnimFileInfo2	SndFile2	AnimFile3	AnimFileInfo3	SndFile3	AnimFile4	AnimFileInfo4	SndFile4	AnimFileB1	AnimFileInfoB1	SndFileB1	AnimFileB2	AnimFileInfoB2	SndFileB2	AnimFileB3	AnimFileInfoB3	SndFileB3	AnimFileB4	AnimFileInfoB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
166	Phi Long Tại Thiên 	5	0	1	10	1	0	1	0	24	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ỉÔ°ù\mag_gb_05_¿ºÁỳểéằÚ.spr	80,16,1	\sound\skill\¿ºÁỳẻịằÚ.wav				\spr\skill\ỉÔ°ù\mag_gb_bz5_±ơếăéĐạỷ.spr	6,1,2	\sound\skill\sound_k037.wav													255	174	60	90
167	Long Chiến Ư Dã 	0	0	1	10	3	0	3	15	15	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\gb\ÁỳếẵểÚề°.spr	15,1,1	\sound\skill\sound_k044.wav																			239	146	82	90
168	Thiên Hạ Vô Cẩu 	5	0	1	10	1	0	1	0	32	24	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ỉÔ°ù\mag_gb_04_èỡẽÂẻịạã.spr	64,16,1	\sound\skill\èỡẽÂẻịạã.wav				\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	18,1,2														255	174	60	90
169	Vân Long Kích	1	0	1	10	1	0	1	0	6	32	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ÀƠÂỉ\kl_02_ẳ²àỗãăa.spr	160,16,1	\sound\skill\Áềằðầộèỡ.wav				\spr\skill\tr\ễặÁỳằữ.spr	6,1,1	\sound\skill\sound_k037.wav													239	146	82	90
170	Nghiệp Hỏa Phàn Thành 	1	0	1	10	4	1	4	6	54	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\tr\ềàằðãÙ³ầ.spr	"""35,1,1"""																				239	146	82	90
171	Thiên Ngoại Lưu Tinh	0	0	0	320	1	0	1	10	14	0	-81920	1024	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0				\spr\skill\tr\zd_ềàằðãÙ³ầ.spr	18,1,1		\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	6,1,1		\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	6,1,1	\sound\skill\sound_k037.wav													156	211	255	90
172	Thiên Địa Vô Cực 	1	0	1	10	1	0	1	0	10	32	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_10_ẻịẻềẻịẵÊ.spr	96,16,1																				255	255	231	90
173	Thiên Địa Vô Cực  	0	0	1	15	4	1	4	4	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\wd\èỡàỉẻịẳô.spr	20,1,1	\sound\skill\°ỵẳôảứá´.wav																			255	255	231	90
174	Thiên Địa Vô Cực  	0	0	1	15	4	1	4	12	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\ẻọà±\wd_05_°ỵẳ°ảứá´.spr	12,1,1	\sound\skill\°ỵẳôảứá´.wav																			255	255	231	90
175	Nhân Kiếm Hợp Nhất  	1	0	1	10	1	0	1	0	6	32	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\èặÃÅ\tm_11_àỗàỉÀì.spr	160,16,1	\sound\skill\²ìºÊÃữễÂ.wav																			239	231	189	90
176	Thái Cực Kiếm ý 	0	0	0	2	2	1	2	11	9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0				\spr\skill\ẻọà±\wd_09_ẩậẵÊºẽềằẵÊ.spr	11,1,1					\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1	\sound\skill\sound_k040.wav													255	255	255	90
177	Nhân Kiếm Hợp Nhất 	1	0	0	2	1	0	1	0	11	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_03_èỡẳấắêÀì.spr	17,1,1	\sound\skill\ẵÊãẫắêèỡ.wav																			255	255	255	90
178	Ngạo Tuyết Tiêu Phong 	1	0	1	10	1	1	4	4	16	31	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\ÀƠÂỉ\kl_03_¿ủãỗệốàỗ.spr	20,1,1	\sound\skill\¿ủãỗệốàỗ.wav				\spr\skill\ÀƠÂỉ\Bz_dian3_±ơếă.spr	8,1,1														255	255	239	90
179	Khiếu Phong Tam Liên Kích	0	0	1	15	2	0	2	5	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\kl\°Áẹâẽụãỗ.spr	54,1,1	\sound\skill\°ỵẳôảứá´.wav																			255	255	231	90
180	Triền Tự Quyết 	0	0	1	10	2	1	2	20	20	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ÀƠÂỉ\Bz_dian4_±ơếă.spr	15,1,1	\sound\skill\ÅưÀìệá.wav				\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1	\sound\skill\sound_k040.wav													239	231	189	90
181	Lôi động Cửu Thiên 	0	0	1	18	2	0	2	10	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\kl\Àìả¯ắÅèỡ.spr	6,1,2					\spr\skill\ÀƠÂỉ\Bz_dian3_±ơếă.spr	8,1,1														255	255	239	90
182	Thiên Địa Vô Cực Nộ Lôi Chỉ 	1	0	1	10	1	0	1	0	40	10	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_01_ÅưÀìệá.spr	160,16,1	\sound\skill\ÅưÀìệá.wav				\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1	\sound\skill\sound_k040.wav													239	231	189	90
183	Minh Nguyệt Vô Tâm 	1	0	1	10	1	0	1	0	3	20	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_02_²ìºÊÃữễÂ.spr	8,1,1	\sound\skill\²ìºÊÃữễÂ.wav				\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1														189	239	239	90
184	Vân Long Kích  	1	0	1	10	1	0	1	0	6	10	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\èỡẩè\mag_tr_01_²éẹụẩỗẹâ.spr	48,16,1	\sound\skill\Áềằðầộèỡ.wav				\spr\skill\èỡẩè\mag_bz_huo1_±ơếăéĐạỷ.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
185	Ma Viêm Tại Thiên  	1	0	1	10	2	1	2	7	28	4	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\èỡẩè\mag_tr_02_ÍặẫẵèợºÊ_a1.spr	31,1,2	\sound\skill\ÍặẫẵèợºÊ.wav	\spr\skill\èỡẩè\mag_tr_02_ÍặẫẵèợºÊ_a2.spr	10,1,2				\sound\skill\sound_k038.wav				\spr\skill\èỡẩè\mag_tr_02_ÍặẫẵèợºÊ_b1.spr	31,1,2	\sound\skill\sound_k036.wav	\spr\skill\èỡẩè\mag_tr_02_ÍặẫẵèợºÊ_b2.spr	10,1,2					239	146	82	90
186	Phong Sương Toái ảnh 	0	0	1	10	3	1	3	13	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\em\em_±ựéÄốúềụ.spr	40,1,1					\spr\skill\ảởỏề\mag_bz_bin1_±ơếăéĐạỷ.spr	7,1,2	\sound\skill\sound_k045.wav													156	211	255	90
187	Băng Tâm Ngọc Lăng 	0	0	1	10	2	1	2	13	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\cy\±ựéÄẹâÁô01.spr	20,1,1					\spr\skill\ảởỏề\mag_bz_bin1_±ơếăéĐạỷ.spr	7,1,2	\sound\skill\sound_k045.wav													156	211	255	90
188	Băng Tâm Tuyết Liên 	0	0	1	10	3	1	3	13	22	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\cy\±ựéÄẹâÁô±ơếă.spr	22,1,1					\spr\skill\ảởỏề\mag_bz_bin1_±ơếăéĐạỷ.spr	7,1,2	\sound\skill\sound_k045.wav													156	211	255	90
189	Tam Tinh Liệt 	1	0	1	10	1	1	1	0	16	20	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	200	0				\spr\skill\ẻồảắẵè\wdu_02_´úấệểĂ.spr	10,1,1	\sound\skill\ểÄÚÔữẳữÃ.wav				\spr\skill\ẻồảắẵè\bz_du2_±ơếă.spr	6,1,1	\sound\skill\ặếÍă±ơếă.wav													140	207	156	90
190	Bách Độc Xuyên Tâm 	3	0	1	10	3	1	3	0	24	20	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	64	0				\spr\skill\ẻồảắẵè\wdu_02_´úấệểĂ.spr	10,1,1	\sound\skill\ểÄÚÔữẳữÃ.wav				\spr\skill\ẻồảắẵè\bz_du2_±ơếă.spr	6,1,1	\sound\skill\ặếÍă±ơếă.wav													140	207	156	90
191	Thôi Song Vọng Nguyệt	1	0	1	10	1	0	1	0	16	32	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0				\spr\skill\em\em_ãỗậêậộể°_ặẵãẫ.spr	96,16,1	\sound\skill\²ằÃð²ằắứ.wav				\spr\skill\ảởỏề\mag_em_bin4_±ơếăéĐạỷ.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													156	211	255	90
192	Ngự Phong thuật	3	0	1	10	3	1	3	4	160	31	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	64	0				\spr\skill\ÀƠÂỉ\kl_01_ºụãỗãă.spr	15,1,1	\sound\skill\¿ủãỗệốàỗ.wav				\spr\skill\ÀƠÂỉ\Bz_dian3_±ơếă.spr	8,1,1														255	255	239	90
193	Bình Địa Hám Lôi 	0	0	1	18	2	1	2	4	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\Àìằữấừ.spr	27,1,1					\spr\skill\ÀƠÂỉ\Bz_dian3_±ơếă.spr	8,1,1														255	255	239	90
194	Truy Phong Độc Cát 	1	0	1	10	1	0	1	0	3	32	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\²ạ³ọ\mag_spe_bo_Âè.spr	320,32,1	\sound\skill\ểÄÚÔữẳữÃ.wav				\spr\skill\ẻồảắẵè\bz_du2_±ơếă.spr	6,1,1	\sound\skill\ặếÍă±ơếă.wav													140	207	156	90
195	Tiềm Long Tại Uyên	0	0	1	10	3	0	3	15	15	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	6,1,1	\sound\skill\sound_k044.wav																			239	146	82	90
196	Phong Quyển Tàn Tuyết (ảnh động) 	1	0	0	5	3	0	3	4	20	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1				\spr\skill\´ọẹè\mag_cy_02_ãỗắớ²éẹâ_a.spr	7,1,1	\sound\skill\ãỗắớ²éẹâ.wav										\spr\skill\´ọẹè\mag_cy_02_ãỗắớ²éẹâ_b.spr	7,1,1								156	211	255	90
197	Tấn Lôi Chú 	1	0	1	10	1	0	1	0	16	30	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1				\spr\skill\ÀƠÂỉ\kl_02_ẳ²àỗãăa.spr	160,16,1	\sound\skill\ẹáÀìệọ.wav				\spr\skill\ÀƠÂỉ\Bz_dian3_±ơếă.spr	8,1,1	\sound\skill\sound_k040.wav				\spr\skill\ÀƠÂỉ\kl_02_ẳ²àỗãăb.spr	160,16,1								255	255	239	90
198	NPC đánh xa (Kim) 	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ẫÙÁệ\bz_bo1_ẵð²ă.spr	320,32,1	\sound\skill\ÅưÀìệá.wav				\spr\skill\ỉÔ°ù\mag_gb_bz5_±ơếăéĐạỷ.spr	6,1,2	\sound\skill\sound_k037.wav													239	231	189	90
199	NPC đánh xa (Kim) 	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\èặÃÅ\tm_ễƯãẫàả.spr	128,16,1	\sound\skill\ảỏằờùÚ.wav				\spr\skill\ẻồảắẵè\bz_du2_±ơếă.spr	6,1,1	\sound\skill\ặếÍă±ơếă.wav													239	231	189	90
200	NPC đánh xa (thủy) 	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\´ọẹè\mag_cy_01_ãỗễặÍằặð.spr	48,16,1	\sound\skill\ãỗằăẹâễÂ.wav				\spr\skill\´ọẹè\mag_bz_bin6_±ơếăéĐạỷ.spr	16,1,1	\sound\skill\sound_k040.wav													239	231	189	90
201	NPC đánh xa (hỏa) 	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\èỡẩè\mag_tr_04_à¯ệáÁềẹổ.spr	48,16,1	\sound\skill\ÅưÀìệá.wav				\spr\skill\èỡẩè\mag_bz_huo1_±ơếăéĐạỷ.spr	6,1,2	\sound\skill\sound_k037.wav													239	231	189	90
202	NPC đánh xa (thổ) 	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_01_ÅưÀìệá.spr	160,16,1	\sound\skill\ÅưÀìệá.wav				\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1	\sound\skill\sound_k040.wav													239	231	189	90
203	npc chiến đấu	1	0	1	10	1	0	1	0	3	24	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0																									255	113	114	90
204	Độc Thích Cốt  	0	0	0	20	2	0	2	15	16	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	1				\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1				\sound\skill\sound_k038.wav				\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1	\sound\skill\Åựửăà¯.wav	\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1					239	146	82	90
205	Hôn mê toàn bộ 	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0										\spr\skill\ẻọà±\wd_05_°ỵẳ°ảứá´.spr	12,1,1	\sound\skill\ẹáÀìệọ.wav													255	255	231	90
206	đóng băng toàn bộ 	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\tm\bz_ºđ±ự´è.spr	27,1,1	\sound\skill\±ự±ơ.wav													255	255	231	90
207	trúng độc toàn bộ 	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\wu\ềừãỗấ´ạầ.spr	20,1,1	\sound\skill\ẹêấệảắẫ±.wav													255	255	231	90
208	giảm tốc toàn bộ 	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\ÀƠÂỉ\kl_12_ ợ¿°ớãỷ.spr	16,1,1	\sound\skill\sound_k029.wav													255	255	231	90
209	Ngân Câu Thiết Hoạch 	1	0	1	10	1	0	1	5	4	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										\spr\skill\sl\ẵðÁỳèẵìƯ.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													181	203	255	0
210	Hải Thiên Nhất Tuyến 	1	0	1	10	1	0	1	0	6	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ẫÙÁệ\sl_01_ÄƯÚưẻịÁ¿.spr	80,16,1					\spr\skill\sl\ẵðÁỳèẵìƯ.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													181	203	255	0
211	Phá Không Trảm ảnh 	1	0	1	10	1	0	1	7	6	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\ẫÙÁệ\bz_bo1_ẵð²ă.spr	320,32,1					\spr\skill\sl\ẵðÁỳèẵìƯ.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													181	203	255	0
212	Bất Diệt Sát ý 	0	0	1	10	3	1	3	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ẫÙÁệ\sl_03_ééÁỳ²ằểờ.spr	15,1,1	\sound\skill\ééÁỳ²ằểờ.wav				\spr\skill\sl\ẵðÁỳèẵìƯ.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													181	203	255	0
213	Hắc Sát Thần Sa 	1	0	1	10	1	0	1	12	11	30	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\èặÃÅ\tm_10_ằðàỉÀì.spr	160,16,1					\spr\skill\ẻồảắẵè\bz_du1_±ơếă.spr	13,1,1	\sound\skill\Åựửăà¯.wav													148	219	255	0
214	Thiên Thù Vạn Độc  	100	0	1	10	1	0	1	0	30	21	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ẻồảắẵè\wdu_01_ảắẫ°ếặ.spr	160,16,1					\spr\skill\ẻồảắẵè\bz_du1_±ơếă.spr	13,1,1	\sound\skill\Åựửăà¯.wav													148	219	255	0
215	Bi Ma Huyết Quang 	1	0	1	10	2	0	3	34	20	18	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\èặÃÅ\tm_05_ảàẽũẳý.spr	160,16,1					\spr\skill\ẻồảắẵè\wdu_02_´úấệểĂ.spr	10,1,1	\sound\skill\Åựửăà¯.wav													148	219	255	0
216	Cô Yên Trục Vân 	1	0	1	10	3	1	4	21	20	18	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\èặÃÅ\éĂÀợãẫàả.spr	64,16,1					\spr\skill\èặÃÅ\bz_du3_±ơếă.spr	16,1,1	\sound\skill\Åựửăà¯.wav													148	219	255	0
217	Triều Khởi Nguyệt Doanh 	1	0	1	10	1	0	1	0	15	20	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ảởỏề\mag_em_02_ậÄẽúÍơạộ.spr	64,16,1					\spr\skill\´ọẹè\mag_bz_bin7_±ơếăéĐạỷ.spr	18,1,1	\sound\skill\±ự±ơ.wav													148	219	255	0
218	Vạn Liễu Phiêu Phong  	0	0	1	10	1	0	1	2	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0										\spr\skill\ảởỏề\mag_bz_bin2_±ơếăéĐạỷ.spr	6,1,1	\sound\skill\±ự±ơ.wav													148	219	255	0
219	Tuyết ánh Hồng Trần  	1	0	1	300	4	1	4	31	30	0	0	2048	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\em\em_ãỗậêậộể°_ẽÂÂọ.spr	16,1,1					\spr\skill\ảởỏề\mag_bz_bin3_±ơếăéĐạỷ.spr	19,1,2	\sound\skill\±ự±ơ.wav													148	219	255	0
220	Sương Dã Tiên Tung 	0	0	1	10	1	0	1	0	16	15	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0					128,16,1					\spr\skill\ảởỏề\mag_bz_bin3_±ơếăéĐạỷ.spr	19,1,1	\sound\skill\±ự±ơ.wav													148	219	255	0
221	Viêm Long Chi Bào  	1	0	1	10	1	0	1	0	12	15	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ỉÔ°ù\mag_gb_05_¿ºÁỳểéằÚ.spr	80,16,1					\spr\skill\èỡẩè\mag_bz_huo1_±ơếăéĐạỷ.spr	6,1,1	\sound\skill\sound_k037.wav													148	219	255	0
222	Triều Dương Liệt Diệm	1	0	1	10	1	0	1	0	14	20	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0				\spr\skill\èỡẩè\mag_tr_04_à¯ệáÁềẹổ.spr	48,16,1					\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	6,1,1	\sound\skill\sound_k037.wav													148	219	255	0
223	Như Nhật Trung Thiên 	0	0	0	20	2	1	2	31	30	0	0	0	1	1	20	30	0	0	0	0	0	0	0	0	0	0	1				\spr\skill\èỡẩè\mag_tr_02_ÍặẫẵèợºÊ_a1.spr	31,1,2	\sound\skill\ÍặẫẵèợºÊ.wav	\spr\skill\èỡẩè\mag_tr_02_ÍặẫẵèợºÊ_a2.spr	10,1,2		\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	6,1,1	\sound\skill\sound_k037.wav				\spr\skill\èỡẩè\mag_tr_02_ÍặẫẵèợºÊ_b1.spr	31,1,2	\sound\skill\sound_k036.wav	\spr\skill\èỡẩè\mag_tr_02_ÍặẫẵèợºÊ_b2.spr	10,1,2					148	219	255	0
224	Xí Không Hỏa Vũ 	5	0	1	10	2	1	2	16	15	20	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ỉÔ°ù\mag_gb_02_ẹỉÃÅÍé²Đ.spr	64,16,1					\spr\skill\èỡẩè\mag_bz_huo4_±ơếăéĐạỷ.spr	16,1,1	\sound\skill\sound_k040.wav													148	219	255	0
225	Hỗn Nguyên Càn Khôn 	0	0	1	10	1	0	1	13	12	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_05_°ỵẳ°ảứá´.spr	12,1,1	\sound\skill\°ỵẳôảứá´.wav				\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
226	Trường Hà Lạc Nhật 	0	0	1	10	2	1	3	17	16	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_03_èỡẳấắêÀì.spr	17,1,1	\sound\skill\ẵÊãẫắêèỡ.wav				\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
227	Tật Phong Tấn Lôi 	0	0	1	10	1	0	1	0	20	18	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\kl\Àìả¯ắÅèỡ.spr	6,1,2	\sound\skill\¿ủãỗệốàỗ.wav				\spr\skill\ÀƠÂỉ\kl_01_ºụãỗãă.spr	15,1,1	\sound\skill\sound_k040.wav													148	219	255	0
228	Vô ảnh Kiếm Quyết 	1	0	1	10	1	0	1	0	15	22	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_10_ẻịẻềẻịẵÊ.spr	96,16,1	\sound\skill\ẵÊãẫắêèỡ.wav				\spr\skill\ẻọà±\Bz_dian1_±ơếă.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
229	Hoa Khí Điệp Vũ 	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\²ạ³ọ\mag_spe_àầÂẵ.spr	20,1,1	\sound\skill\ặếÍă±ơếă.wav													148	219	255	0
230	Lưu Quang Phi Vũ 	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\²ạ³ọ\mag_spe_àầÂẳ.spr	20,1,1	\sound\skill\ặếÍă±ơếă.wav													148	219	255	0
231	Hoàn Bỉ Chi Thân	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\gb\ÁỳếẵểÚề°.spr	15,1,1	\sound\skill\ặếÍă±ơếă.wav													148	219	255	0
232	Đảo Hành Nghịch Thi	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\Spr\skill\´ọẹè\mag_bz_bin6_±ơếăéĐạỷ.spr	16,1,1	\sound\skill\ặếÍă±ơếă.wav													148	219	255	0
233	Đồng hành Chú thuật Hỏa	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	18,1,2	\sound\skill\ặếÍă±ơếă.wav													148	219	255	0
234	Đồng hành Chú thuật Thủy	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\ảởỏề\mag_bz_bin3_±ơếăéĐạỷ.spr	19,1,1	\sound\skill\ặếÍă±ơếă.wav													148	219	255	0
235	Đồng hành Chú thuật Thổ 	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\ÀƠÂỉ\Bz_dian3_±ơếă.spr	8,1,1	\sound\skill\ặếÍă±ơếă.wav													148	219	255	0
236	An Phủ Chi Ngữ 	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									148	219	255	0
237	Nữu Chuyển Càn Khôn 	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0												\sound\skill\ặếÍă±ơếă.wav													148	219	255	0
238	Vạn Liễu Phiêu Phong  	1	0	1	10	2	0	2	0	16	15	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\´ọẹè\mag_cy_05_±èºÊ³±ẫỳ_b.spr	48,16,1					\spr\skill\ảởỏề\mag_bz_bin2_±ơếăéĐạỷ.spr	6,1,1	\sound\skill\±ự±ơ.wav													148	219	255	0
239	Sương Dã Tiên Tung  	1	0	1	10	3	1	3	0	16	15	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\cy\ãỗẹâ±ựèỡ.spr	128,16,1					\spr\skill\ảởỏề\mag_bz_bin3_±ơếăéĐạỷ.spr	19,1,1	\sound\skill\±ự±ơ.wav													148	219	255	0
240	Nam Minh Tam Đoạn Kích 	1	0	1	10	1	0	1	0	15	15	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\NPC\Íảấ¯ặế.spr	20,1,1					\spr\skill\ỉÔ°ù\mag_bz_tu2_±ơếăéĐạỷ.spr	16,1,1	\sound\skill\ặếÍă±ơếă.wav													148	219	255	0
241	Tật Phong Tấn Lôi 	100	0	1	10	3	1	3	0	16	16	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0				\spr\skill\kl\Àìả¯ắÅèỡ.spr	6,1,2	\sound\skill\¿ủãỗệốàỗ.wav				\spr\skill\ÀƠÂỉ\kl_01_ºụãỗãă.spr	15,1,1	\sound\skill\sound_k040.wav													148	219	255	0
