Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile
西南山贼2	0	5	2	2			242				enemy133	0	0	0	0	0	30	29	38	10	19	14	短兵物理攻击	1|0	毒砂掌npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	40	40	80	80	50	0	0	0	10	0|0.95	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	1440	100	\settings\item\npcdroprate.ini
江南山贼1	0	5	3	2			243				enemy134	0	0	0	0	0	25	35	33	10	14	13	治疗术	1|0	呼风法npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	40	20	60	40	60	0	0	0	10	0|0.5	0|0	0|0.5	0|0.5	0|0.95	75	60	75	75	90	1440	100	\settings\item\npcdroprate.ini
江南山贼2	0	5	4	2			244				enemy135	0	0	0	0	0	36	36	38	11	18	14	短兵物理攻击	1|0	呼风法npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	40	60	80	60	0	0	0	20	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	90	75	60	75	1440	100	\settings\item\npcdroprate.ini
华南山贼1	0	5	0	2			245				enemy136	0	0	0	0	0	40	39	33	12	24	15	短兵物理攻击	1|0	风花雪月npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	5	5	25	25	400	50	700	3	40	30	80	70	50	0	0	0	20	0|0	0|0.5	0|0.5	0|0.95	0|0.5	60	75	75	90	75	1440	100	\settings\item\npcdroprate.ini
华南山贼2	0	5	1	2			246				enemy137	0	0	0	0	0	36	39	32	10	19	14	治疗术	1|0	风花雪月npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	50	30	60	40	60	0	0	10	0	0|0.5	0|0.5	0|0.95	0|0.5	0|0	75	75	90	75	60	1440	100	\settings\item\npcdroprate.ini
东北山贼1	0	5	2	2			247				enemy138	0	0	0	0	0	33	39	28	11	18	14	短兵物理攻击	1|0	斩龙诀npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	40	30	60	80	60	0	0	20	0	0|0.95	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	1440	100	\settings\item\npcdroprate.ini
东北山贼2	0	5	3	2			248				enemy139	0	0	0	0	0	20	34	30	10	15	28	短兵物理攻击	1|0	斩龙诀npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	30	80	70	60	20	0	0	20	0|0.5	0|0	0|0.5	0|0.5	0|0.95	75	60	75	75	90	1440	100	\settings\item\npcdroprate.ini
华北山贼1	0	5	4	2			249				enemy140	0	0	0	0	0	28	30	22	10	18	14	治疗术	1|0	惊雷斩npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	40	20	60	40	50	0	0	20	0	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	90	75	60	75	1440	100	\settings\item\npcdroprate.ini
华北山贼2	0	5	0	2			250				enemy141	0	0	0	0	0	34	36	21	12	19	16	短兵物理攻击	1|0	惊雷斩npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	90	40	30	0	0	20	0	0	0	0|0	0|0.5	0|0.5	0|0.95	0|0.5	60	75	75	90	75	1440	100	\settings\item\npcdroprate.ini
中原山贼1	0	5	1	2			251				enemy142	0	0	0	0	0	34	35	30	11	16	14	治疗术	1|0	残阳如血npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	40	30	60	40	60	0	0	20	0	0|0.5	0|0.5	0|0.95	0|0.5	0|0	75	75	90	75	60	1440	100	\settings\item\npcdroprate.ini
中原山贼2	0	5	2	2			252				enemy143	0	0	0	0	0	36	48	28	11	19	14	短兵物理攻击	1|0	残阳如血npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	30	40	60	80	60	0	0	0	20	0|0.95	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	1440	100	\settings\item\npcdroprate.ini
山贼01	0	5	3	2			253				enemy144	0	0	0	0	0	18	45	40	9	21	14	短兵物理攻击	1|0	残阳如血npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	90	40	70	40	60	0	0	0	30	0|0.5	0|0	0|0.5	0|0.5	0|0.95	75	60	75	75	90	1440	100	\settings\item\npcdroprate.ini
山贼02	0	5	4	2			254				enemy145	0	0	0	0	0	36	40	38	10	20	14	短兵物理攻击	1|0	残阳如血npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	70	30	60	80	60	0	0	30	0	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	90	75	60	75	1440	100	\settings\item\npcdroprate.ini
山贼03	0	5	0	2			255				enemy146	0	0	0	0	0	36	36	36	13	21	14	短兵物理攻击	1|0	残阳如血npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	90	50	20	0	0	20	0	0	0	0|0	0|0.5	0|0.5	0|0.95	0|0.5	60	75	75	90	75	1440	100	\settings\item\npcdroprate.ini
山贼04	0	5	0	2			256				enemy147	0	0	0	0	0	36	45	32	12	21	15	短兵物理攻击	1|0	斩龙诀npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	30	80	70	60	0	0	0	20	0|0.5	0|0.5	0|0.95	0|0.5	0|0	75	75	90	75	60	1440	100	\settings\item\npcdroprate.ini
山贼05	0	5	0	2			257				enemy148	0	0	0	0	0	36	40	31	11	19	14	短兵物理攻击	1|0	斩龙诀npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	80	40	30	0	0	0	20	0	0	0|0.95	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	1440	100	\settings\item\npcdroprate.ini
山贼06	0	5	0	2			258				enemy149	0	0	0	0	0	36	36	27	11	19	15	治疗术	1|0	斩龙诀npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	30	30	60	40	60	0	0	10	0	0|0.5	0|0	0|0.5	0|0.5	0|0.95	75	60	75	75	90	1440	100	\settings\item\npcdroprate.ini
山贼07	0	5	0	2			259				enemy150	0	0	0	0	0	24	36	16	10	18	15	短兵物理攻击	1|0	斩龙诀npc	1|0.2	短兵物理攻击	1|0.2	短兵物理攻击	1|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	30	80	70	60	0	0	0	20	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	90	75	60	75	1440	100	\settings\item\npcdroprate.ini
翠烟门春香婆婆	3	6	0								enemy151	0	0	0	0	0	33	25					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
翠烟门弟子	3	6	0								enemy152	0	0	0	0	0	30	33					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
翠烟门禁地老者	3	6	0								enemy153	0	0	0	0	0	40	89					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
高人	3	6	0								enemy154	0	0	0	0	0	17	33					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
丐帮弟子	3	6	0								enemy155	0	0	0	0	0	17	38					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
丐帮赵舵主	3	6	0								enemy156	0	0	0	0	0	17	42					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
怪人	0	5	0				260				enemy157	0	0	0	0	0	19	27	24	10	18	6	短兵物理攻击	1|0	血战八方	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	30	80	70	60	0	0	0	20	0|0.5	0|0.95	0|0.5	0|0	0|0.5	75	75	75	75	75	1440	100	\settings\item\npcdroprate.ini
唐门弟子	3	6	0								enemy158	0	0	0	0	0	24	49					天罗地网npc	20|0.2	天罗地网npc	20|0.2	天罗地网npc	20|0.2	天罗地网npc	20|0.2		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	100|0	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3000	100	0.01	0.3	3000			25	25	400	100	400	1	0	100	0	0	0	100	0			100|0	100|0	100|0	100|0	100|0	100	100	100	100	100	1	100	\settings\item\npcdroprate.ini
耿子奇	3	6	0								enemy159	0	0	0	0	0	32	32					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
唐元	3	6	0								enemy160	0	0	0	0	0	24	49					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
唐元舅舅	3	6	0								enemy161	0	0	0	0	0	15	43					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
天忍教弟子1	3	6	0								enemy162	0	0	0	0	0	32	30					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
天忍教弟子2	3	6	0								enemy163	0	0	0	0	0	16	16					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
天王帮弟子1	3	6	0								enemy164	0	0	0	0	0	30	35					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
天王帮弟子2	3	6	0								enemy165	0	0	0	0	0	60	37					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
天王帮弟子3	3	6	0								enemy166	0	0	0	0	0	30	35					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
五毒教弟子	3	6	0								enemy167	0	0	0	0	0	20	23					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
武当派润娘	3	6	0								enemy168	0	0	0	0	0	22	32					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
武当弟子	3	6	0								enemy169	0	0	0	0	0	42	42					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
少林弟子	3	6	0								enemy170	0	0	0	0	0	27	32					短兵物理攻击																																							400		700																						100	\settings\item\npcdroprate.ini
木人	0	5	0	1			261				enemy171	0	0	0	0	0	36	36	35	11	15	12	回风落雁	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	1	70	40	20	0	0	0	10	0	0	5|0.8	5|0.8	5|0.8	5|0.8	5|0.8	85	85	85	85	85	1440	100	\settings\item\npcdroprate.ini
铜人	0	5	0	1			262				enemy172	0	0	0	0	0	28	28	35	12	19	14	惊雷斩npc	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	20	30	80	50	70	0	0	0	10	10|0.9	10|0.9	10|0.9	10|0.9	10|0.9	95	95	95	95	95	1440	100	\settings\item\npcdroprate.ini
女刺客	0	5	0	1			263				enemy173	0	0	0	0	0	28	30	28	11	16	13	治疗术	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	2	90	30	60	50	50	0	0	10	0	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	75	75	75	75	75	1440	100	\settings\item\npcdroprate.ini
尼姑清和	0	5	0	1			264				enemy174	0	0	0	0	0	24	24	26	12	22	12	一叶知秋	1|0	天王战意	1|0	短兵物理攻击	1|0	短兵物理攻击	1|0		\script\npclevelscript\standard.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	50	700	3	60	30	80	70	60	0	0	0	20	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	75	75	75	75	75	1440	100	\settings\item\npcdroprate.ini
宁心师太	3	6	0								enemy175	0	0	0	0	0	19	24																																												400		700																						100	
客栈老板	3	6	0								passerby001	0	0	0	0	0	45	28																																												400		700													0|0									100	
客栈小二甲	3	6	0								passerby002	0	0	0	0	0	30	38																																												400		700													0|0									100	
铁匠老板一	3	6	0								passerby004_1	0	0	0	0	0	26	24																																												400		700													0|0									100	
铁匠老板二	3	6	0								passerby004_2	0	0	0	0	0	26	24																																												400		700													0|0									100	
铁匠老板三	3	6	0								passerby004_3	0	0	0	0	0	26	24																																												400		700													0|0									100	
铁匠学徒乙一	3	6	0								passerby006_1	0	0	0	0	0	22	20																																												400		700													0|0									100	
铁匠学徒乙二	3	6	0								passerby006_2	0	0	0	0	0	22	20																																												400		700													0|0									100	
铁匠学徒乙三	3	6	0								passerby006_3	0	0	0	0	0	22	20																																												400		700													0|0									100	
药店老板	3	6	0								passerby007	0	0	0	0	0	28	30																																												400		700													0|0									100	
采药少女	3	6	0								passerby008	0	0	0	0	0	24	38																																												400		700													0|0									100	
宠物老板	3	6	0								passerby010	0	0	0	0	0	24	34																																												400		700													0|0									100	
宠物老板娘一	3	6	0								passerby011_1	0	0	0	0	0	22	44																																												400		700													0|0									100	
宠物老板娘二	3	6	0								passerby011_2	0	0	0	0	0	22	44																																												400		700													0|0									100	
宠物老板娘三	3	6	0								passerby011_3	0	0	0	0	0	22	44																																												400		700													0|0									100	
赌场老板	3	6	0								passerby013	0	0	0	0	0	26	26																																												400		700													0|0									100	
赌场打手甲	3	6	0								passerby014	0	0	0	0	0	30	28																																												400		700													0|0									100	
赌场打手乙	3	6	0								passerby015	0	0	0	0	0	30	28																																												400		700													0|0									100	
酒店老板甲	3	6	0								passerby018	0	0	0	0	0	26	32																																												400		700													0|0									100	
酒店老板乙	3	6	0								passerby019	0	0	0	0	0	26	27																																												400		700													0|0									100	
酒保甲	3	6	0								passerby020	0	0	0	0	0	32	40																																												400		700													0|0									100	
杂货老板乙	3	6	0								passerby023	0	0	0	0	0	34	36																																												400		700													0|0									100	
杂货老板丙	3	6	0								passerby024	0	0	0	0	0	26	40																																												400		700													0|0									100	
当铺老板	3	6	0								passerby025	0	0	0	0	0	26	32																																												400		700													0|0									100	
估价先生	3	6	0								passerby027	0	0	0	0	0	26	44																																												400		700													0|0									100	
当铺伙计	3	6	0								passerby028	0	0	0	0	0	25	14																																												400		700													0|0									100	
妓院老鸨	3	6	0								passerby029	0	0	0	0	0	26	33																																												400		700													0|0									100	
妓女甲	3	6	0								passerby030	0	0	0	0	0	28	32																																												400		700													0|0									100	
妓女乙	3	6	0								passerby031	0	0	0	0	0	26	36																																												400		700													0|0									100	
妓女丙	3	6	0								passerby032	0	0	0	0	0	24	32																																												400		700													0|0									100	
茶馆老板	3	6	0								passerby033	0	0	0	0	0	25	32																																												400		700													0|0									100	
茶博士	3	6	0								passerby034	0	0	0	0	0	19	36																																												400		700													0|0									100	
钱庄老板一	3	6	0								passerby036_1	0	0	0	0	0	19	21																																												400		700													0|0									100	
钱庄老板二	3	6	0								passerby036_2	0	0	0	0	0	19	21																																												400		700													0|0									100	
钱庄老板三	3	6	0								passerby036_3	0	0	0	0	0	19	21																																												400		700													0|0									100	
马贩子甲一	3	6	0								passerby037_1	0	0	0	0	0	38	40																																												400		700													0|0									100	
马贩子甲二	3	6	0								passerby037_2	0	0	0	0	0	38	40																																												400		700													0|0									100	
马贩子甲三	3	6	0								passerby037_3	0	0	0	0	0	38	40																																												400		700													0|0									100	
马贩子乙一	3	6	0								passerby038_1	0	0	0	0	0	40	40																																												400		700													0|0									100	
马贩子乙二	3	6	0								passerby038_2	0	0	0	0	0	40	40																																												400		700													0|0									100	
马贩子乙三	3	6	0								passerby038_3	0	0	0	0	0	40	40																																												400		700													0|0									100	
车夫乙一	3	6	0								passerby040_1	0	0	0	0	0	30	30																																												400		700													0|0									100	
车夫乙二	3	6	0								passerby040_2	0	0	0	0	0	30	30																																												400		700													0|0									100	
车夫乙三	3	6	0								passerby040_3	0	0	0	0	0	30	30																																												400		700													0|0									100	
车夫丙	3	6	0								passerby041	0	0	0	0	0	22	36																																												400		700													0|0									100	
车夫丁	3	6	0								passerby042	0	0	0	0	0	26	32																																												400		700													0|0									100	
船夫甲	3	6	0								passerby043	0	0	0	0	0	26	30																																												400		700													0|0									100	
船夫乙	3	6	0								passerby044	0	0	0	0	0	32	32																																												400		700													0|0									100	
船夫丙	3	6	0								passerby045	0	0	0	0	0	12	34																																												400		700													0|0									100	
员外甲	3	6	0								passerby047	0	0	0	0	0	30	34																																												400		700													0|0									100	
员外乙	3	6	0								passerby048	0	0	0	0	0	30	40																																												400		700													0|0									100	
老头甲	3	6	0								passerby049	0	0	0	0	0	28	60																																												400		700													0|0									100	
老头乙	3	6	0								passerby050	0	0	0	0	0	24	28																																												400		700													0|0									100	
老太太甲	3	6	0								passerby051	0	0	0	0	0	30	30																																												400		700													0|0									100	
老太太乙	3	6	0								passerby052	0	0	0	0	0	16	30																																												400		700													0|0									100	
宫女乙	3	6	0								passerby058	0	0	0	0	0	32	30																																												400		700													0|0									100	
太监甲	3	6	0								passerby059	0	0	0	0	0	26	30																																												400		700													0|0									100	
太监乙	3	6	0								passerby060	0	0	0	0	0	38	14																																												400		700													0|0									100	
豆汁摊一	3	6	0								passerby061_1	0	0	0	0	0	32	32																																												400		700													0|0									100	
豆汁摊二	3	6	0								passerby061_2	0	0	0	0	0	32	32																																												400		700													0|0									100	
豆汁摊三	3	6	0								passerby061_3	0	0	0	0	0	32	32																																												400		700													0|0									100	
蜀锦绣摊一	3	6	0								passerby062_1	0	0	0	0	0	38	42																																												400		700													0|0									100	
蜀锦绣摊二	3	6	0								passerby062_2	0	0	0	0	0	38	42																																												400		700													0|0									100	
蜀锦绣摊三	3	6	0								passerby062_3	0	0	0	0	0	38	42																																												400		700													0|0									100	
药摊一	3	6	0								passerby063_1	0	0	0	0	0	38	20																																												400		700													0|0									100	
药摊二	3	6	0								passerby063_2	0	0	0	0	0	38	20																																												400		700													0|0									100	
药摊三	3	6	0								passerby063_3	0	0	0	0	0	38	20																																												400		700													0|0									100	
腊驴肉摊一	3	6	0								passerby064_1	0	0	0	0	0	55	55																																												400		700													0|0									100	
腊驴肉摊二	3	6	0								passerby064_2	0	0	0	0	0	55	55																																												400		700													0|0									100	
腊驴肉摊三	3	6	0								passerby064_3	0	0	0	0	0	55	55																																												400		700													0|0									100	
大头菜摊一	3	6	0								passerby065_1	0	0	0	0	0	22	35																																												400		700													0|0									100	
大头菜摊二	3	6	0								passerby065_2	0	0	0	0	0	22	35																																												400		700													0|0									100	
大头菜摊三	3	6	0								passerby065_3	0	0	0	0	0	22	35																																												400		700													0|0									100	
茶摊一	3	6	0								passerby066_1	0	0	0	0	0	38	34																																												400		700													0|0									100	
茶摊二	3	6	0								passerby066_2	0	0	0	0	0	38	34																																												400		700													0|0									100	
茶摊三	3	6	0								passerby066_3	0	0	0	0	0	38	34																																												400		700													0|0									100	
瓷器摊一	3	6	0								passerby067_1	0	0	0	0	0	32	15																																												400		700													0|0									100	
瓷器摊二	3	6	0								passerby067_2	0	0	0	0	0	32	15																																												400		700													0|0									100	
瓷器摊三	3	6	0								passerby067_3	0	0	0	0	0	32	15																																												400		700													0|0									100	
鲜果摊一	3	6	0								passerby068_1	0	0	0	0	0	32	30																																												400		700													0|0									100	
鲜果摊二	3	6	0								passerby068_2	0	0	0	0	0	32	30																																												400		700													0|0									100	
鲜果摊三	3	6	0								passerby068_3	0	0	0	0	0	32	30																																												400		700													0|0									100	
花灯摊一	3	6	0								passerby069_1	0	0	0	0	0	30	48																																												400		700													0|0									100	
花灯摊二	3	6	0								passerby069_2	0	0	0	0	0	30	48																																												400		700													0|0									100	
花灯摊三	3	6	0								passerby069_3	0	0	0	0	0	30	48																																												400		700													0|0									100	
花农一	3	6	0								passerby070_1	0	0	0	0	0	30	32																																												400		700													0|0									100	
花农二	3	6	0								passerby070_2	0	0	0	0	0	30	32																																												400		700													0|0									100	
花农三	3	6	0								passerby070_3	0	0	0	0	0	30	32																																												400		700													0|0									100	
西瓜摊一	3	6	0								passerby071_1	0	0	0	0	0	18	36																																												400		700													0|0									100	
西瓜摊二	3	6	0								passerby071_2	0	0	0	0	0	18	36																																												400		700													0|0									100	
西瓜摊三	3	6	0								passerby071_3	0	0	0	0	0	18	36																																												400		700													0|0									100	
算命先生一	3	6	0								passerby072_1	0	0	0	0	0	34	45																																												400		700													0|0									100	
算命先生二	3	6	0								passerby072_2	0	0	0	0	0	34	45																																												400		700													0|0									100	
算命先生三	3	6	0								passerby072_3	0	0	0	0	0	34	45																																												400		700													0|0									100	
书画摊一	3	6	0								passerby073_1	0	0	0	0	0	38	38																																												400		700													0|0									100	
书画摊二	3	6	0								passerby073_2	0	0	0	0	0	38	38																																												400		700													0|0									100	
书画摊三	3	6	0								passerby073_3	0	0	0	0	0	38	38																																												400		700													0|0									100	
小杂货摊一	3	6	0								passerby074_1	0	0	0	0	0	38	36																																												400		700													0|0									100	
小杂货摊二	3	6	0								passerby074_2	0	0	0	0	0	38	36																																												400		700													0|0									100	
小杂货摊三	3	6	0								passerby074_3	0	0	0	0	0	38	36																																												400		700													0|0									100	
猪肉摊一	3	6	0								passerby075_1	0	0	0	0	0	38	40																																												400		700													0|0									100	
猪肉摊二	3	6	0								passerby075_2	0	0	0	0	0	38	40																																												400		700													0|0									100	
猪肉摊三	3	6	0								passerby075_3	0	0	0	0	0	38	40																																												400		700													0|0									100	
鱼虾摊一	3	6	0								passerby076_1	0	0	0	0	0	15	16																																												400		700													0|0									100	
鱼虾摊二	3	6	0								passerby076_2	0	0	0	0	0	15	16																																												400		700													0|0									100	
鱼虾摊三	3	6	0								passerby076_3	0	0	0	0	0	15	16																																												400		700													0|0									100	
包子摊一	3	6	0								passerby077_1	0	0	0	0	0	50	50																																												400		700													0|0									100	
包子摊二	3	6	0								passerby077_2	0	0	0	0	0	50	50																																												400		700													0|0									100	
包子摊三	3	6	0								passerby077_3	0	0	0	0	0	50	50																																												400		700													0|0									100	
蔬菜摊一	3	6	0								passerby079_1	0	0	0	0	0	34	32																																												400		700													0|0									100	
蔬菜摊二	3	6	0								passerby079_2	0	0	0	0	0	34	32																																												400		700													0|0									100	
蔬菜摊三	3	6	0								passerby079_3	0	0	0	0	0	34	32																																												400		700													0|0									100	
卖冰糖葫芦	3	6	0								passerby080	0	0	0	0	0	17	34																																												400		700													0|0									100	
钓鱼翁	3	6	0								passerby088	0	0	0	0	0	84	84																																												400		700																						100	
江湖人物1	3	6	0								passerby092	0	0	0	0	0	16	28																																												400		700																						100	
江湖人物3	3	6	0								passerby094	0	0	0	0	0	24	57																																												400		700																						100	
江湖人物4	3	6	0								passerby095	0	0	0	0	0	32	32																																												400		700																						100	
江湖人物6	3	6	0								passerby097	0	0	0	0	0	24	49																																												400		700																						100	
老年男子1	3	6	0								passerby099	0	0	0	0	0	22	22																																												400		700																						100	
老年男子2	3	6	0								passerby100	0	0	0	0	0	27	45																																												400		700																						100	
