SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
Thiên Ngoại Lưu Tinh npc	Công kích ngoại công  	433		0	\spr\Ui\skill\ềàằðãÙ³ầ.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	420	0	0	0	2	6	171	-1	1	1	11	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	434	80	20	-2	1	0	0	1	0	0	0				0	0	0	3	1	\script\skill\npc\èỡÍõÁữéầnpc.lua	firedamage_v		seriesdamage_p																																							"""Thiên Nhẫn  Đao pháp cao cấp, sát thương trên diện rộng"""
Nghiệp Hỏa Phàn Thành npc	Công kích ngoại công  	434		0	\spr\Ui\技能图标\icon_sk_tr_41.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	570	0	1	0	4	7	170	-1	1	1	11	-1	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	435	0	0	0	0	0	0	0	80	20	-2	1	0	0	20	0	0	0				0	0	0	3	1	\script\skill\npc\èỡÍõÁữéầnpc.lua	firedamage_v		seriesdamage_p																																							"""Thiên Nhẫn  Chiêu thức cao cấp, Hoả sát cực lỳ lợi hại"""
Ma Viêm Tại Thiên npc	Công kích nội công 	435		0	\spr\Ui\技能图标\icon_sk_tr_21.spr	\spr\skill\èỡẩè\mag_tr_16_ấâÄĐãă.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	400	0	1	5	4	3	185	-1	16	1	11	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	1	0	0	0		128					0	0	0	3	1	\script\skill\npc\èỡÍõÁữéầnpc.lua	firedamage_v		seriesdamage_p																																							"""Thiên Nhẫn  trung cấp chiêu thức, sát thương trên diện rộng."""
Bạo Vũ Lê Hoa npc	Công kích nội công 	436		0	\spr\Ui\skill\±âểờÀổằă.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	470	0	0	0	3	6	96	-1	1	1	11	-1	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	437	30	0	0	0	0	80	20	102	0	0	0	1		0					0	0	0	1	1	\script\skill\npc\±âểờÀổằănpc.lua	poisondamage_v		seriesdamage_p																																							"""Độc môn ám khí, dùng ám khí sát thương trên diện rộng."""
Truy Tinh Trục Điện npc	Công kích nội công 	437		0	\spr\Ui\skill\±âểờÀổằă.spr		\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	2	0	400	0	1	0	4	3	126	-1	8	1	11	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	1		0					0	0	0	1	1	\script\skill\npc\±âểờÀổằănpc.lua	poisondamage_v		seriesdamage_p																																							"""Thiên Nhẫn  trung cấp chiêu thức, sát thương trên diện rộng."""
Thái Cực Vô ý npc	Công kích nội công 	438		0	\spr\Ui\skill\èỡàỉẻịẳả.spr	\spr\skill\ÀƠÂỉ\kl_16_ÄĐãăấâãÅ.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	2	0	470	0	0	0	5	6	174	-1	1	1	11	-1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	439	80	20	-2	1	0	0	1		0					0	0	0	4	1	\script\skill\npc\èỡàỉẻịẳônpc.lua	lightingdamage_v	taiji_wuyi	seriesdamage_p																																							"""Võ Đang Tuyệt đỉnh võ công, sát thương trên diện rộng."""
Nộ Lôi Liên Hoàn kích npc	Công kích nội công 	439		0	\spr\Ui\skill\èỡàỉẻịẳả.spr	\spr\skill\ÀƠÂỉ\kl_16_ÄĐãăấâãÅ.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	2	1	5	3	182	-1	4	1	11	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	0		0					0	0	0	4	1	\script\skill\npc\èỡàỉẻịẳônpc.lua	lightingdamage_v	nulei_lianhuanji	seriesdamage_p																																							"""Võ Đang võ công nhập môn,tấn công đối phương đơn lẻ."""
Tiên Thảo Lộ 		440		2					67	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	100		64800					0	0	0	-1	1	\script\skill\special\xiancaolu.lua	expenhance_p																																									tăng đôi kinh  nghiệm trong 1 giờ 
Thiên sơn  Bảo Lộ 		441		2					67	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	10		64800					0	0	0	-1	1	\script\skill\special\tianshanyulu.lua	lucky_v																																									Nội 1 giờ may mắn tăng 10
Bách Quả Lộ 		442		2					67	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	15		64800					0	0	0	-1	1	\script\skill\special\baiguolu.lua	allres_p		allres_yan_p																																							Nội 1 giờ phòng thủ tăng 15
Bạch Câu hoàn		443		2					0	0	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	15		64800					0	0	0	-1	1	\script\skill\special\baijuwan.lua	autoattacknpc																																									Nội 1 giờ tự động đả quái
Phúc Tinh Cao Chiếu 		444		2	\spr\Ui\技能图标\icon_tr_254_zhiyan.spr				67	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	5		32400					0	0	0	-1	1	\script\skill\special\fuxinggaozhao.lua	lucky_v																																									Nội nửa giờ may mắn tăng 5
công kích cơ bản (kim) 	Công kích ngoại công  	445		0	\spr\Ui\技能图标\icon_sk_ty_jin.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	1	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	0	0	1	\script\skill\wuxinggongji.lua	physicsdamage_v		attackrating_p																																							"""công kích cơ bản (kim) , hiệu quả sát thương nhất định."""
công kích cơ bản (mộc) 	Công kích ngoại công  	446		0	\spr\Ui\技能图标\icon_sk_ty_mu.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	3	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	0	1	1	\script\skill\wuxinggongji.lua	physicsdamage_v		attackrating_p																																							"""công kích cơ bản (mộc) , hiệu quả sát thương nhất định."""
công kích cơ bản (thủy) 	Công kích ngoại công  	447		0	\spr\Ui\技能图标\icon_sk_ty_shui.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	2	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	0	2	1	\script\skill\wuxinggongji.lua	physicsdamage_v		attackrating_p																																							"""công kích cơ bản (thủy) , hiệu quả sát thương nhất định."""
công kích cơ bản (hỏa) 	Công kích ngoại công  	448		0	\spr\Ui\技能图标\icon_sk_ty_huo.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	4	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	0	3	1	\script\skill\wuxinggongji.lua	physicsdamage_v		attackrating_p																																							"""công kích cơ bản (hỏa) , hiệu quả sát thương nhất định."""
công kích cơ bản (thổ) 	Công kích ngoại công  	449		0	\spr\Ui\技能图标\icon_sk_ty_tu.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	5	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	0	4	1	\script\skill\wuxinggongji.lua	physicsdamage_v		attackrating_p																																							"""công kích cơ bản (thổ) , hiệu quả sát thương nhất định."""
Quế Hoa Tửu		450	53	2					74	2	0	2	0	180	0	0	0	0	7	0	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	22	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		32400					0	0	0	-1	1	\script\skill\zhongqiu\ạðằăắặạõằã.lua	lucky_v																																									
Bánh trung thu 		451	53	2					73	2	0	2	0	180	0	0	0	0	7	0	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	22	0	0	0	0	0	0	0	30	20	-2	0	0	0	100		32400					0	0	0	-1	1	\script\skill\zhongqiu\ÍÅễ²±ýạõằã.lua	expenhance_p																																									
tăng độ thục luyện (%) 		452		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\status_enhance.lua	skillful_p																																									
tăng sát thương vật lý nội công 		453		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\manadamage_enhance.lua	addphysicsmagic_v																																									
tăng Độc sát nội công 		454		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\manadamage_enhance.lua	addpoisonmagic_v																																									
tăng Băng sát nội công 		455		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\manadamage_enhance.lua	addcoldmagic_v																																									
tăng Hoả sát nội công 		456		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\manadamage_enhance.lua	addfiremagic_v																																									
tăng Lôi sát nội công 		457		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\manadamage_enhance.lua	addlightingmagic_v																																									
Tăng Sinh lực (%) 		458		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\status_enhance.lua	lifemax_p																																									
Tăng Nội lực (%) 		459		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\status_enhance.lua	manamax_p																																									
Hoa đăng 		460	53	2					75	2	0	2	0	68	0	0	0	0	7	0	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	22	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		32400					0	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																									
Hoa đăng 		461	53	2					76	2	0	2	0	68	0	0	0	0	7	0	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	22	0	0	0	0	0	0	0	30	20	-2	0	0	0	100		32400					0	0	0	-1	1	\script\skill\special\star2.lua	lucky_v																																									
Tăng Sinh lực (trị số) (Tống Kim) 		462		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_status_enhance1.lua	lifereplenish_v																																									
Tăng Nội lực (trị số) (Tống Kim) 		463		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_status_enhance1.lua	manareplenish_v																																									
Tăng Sinh lực (liên tục) (Tống Kim) 		464		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_status_enhance2.lua	lifereplenish_v																																									
Tăng Nội lực (liên tục) (Tống Kim) 		465		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_status_enhance2.lua	manareplenish_v																																									
giảm  sát thương (Tống Kim) 		466		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_reduce.lua	fasthitrecover_v																																									
giảm  thời gian trúng độc (Tống Kim) 		467		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_reduce.lua	poisontimereduce_p																																									
giảm  thời gian trúng độc (Tống Kim) 		468		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_reduce.lua	freezetimereduce_p																																									
T giảm  choáng (Tống Kim) 		469		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_reduce.lua	stuntimereduce_p																																									
tấn công chí mạng (Tống Kim) 		470		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_reduce.lua	fatallystrikeres_p																																									
"""hồi sinh, nội lực (trị số) (Tống Kim) """		471		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_status_enhance1.lua	lifereplenish_v		manareplenish_v																																							
"""hồi sinh, nội lực (liên tục) (Tống Kim) """		472		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_status_enhance2.lua	lifereplenish_v		manareplenish_v																																							
Tăng phòng thủ (trị số) (Tống Kim) 		473		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_res.lua	physicsres_p		physicsres_yan_p																																							
Tăng phòng độc (trị số) (Tống Kim) 		474		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_res.lua	poisonres_p		poisonres_yan_p																																							
Tăng phòng băng (trị số) (Tống Kim) 		475		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_res.lua	coldres_p		coldres_yan_p																																							
Tăng phòng hỏa (trị số) (Tống Kim) 		476		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_res.lua	fireres_p		fireres_yan_p																																							
Tăng phòng Lôi (trị số) (Tống Kim) 		477		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_res.lua	lightingres_p		lightingres_yan_p																																							
Tăng phòng thủ (trị số) (Tống Kim) 		478		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_res.lua	allres_p		allres_yan_p																																							
Sát thương vật lý nội công (Tống Kim) 		479		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_manadamage.lua	addphysicsmagic_v																																									
Độc sát nội công (Tống Kim) 		480		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_manadamage.lua	addpoisonmagic_v																																									
Băng sát nội công (Tống Kim) 		481		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_manadamage.lua	addcoldmagic_v																																									
Hoả sát nội công (Tống Kim) 		482		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_manadamage.lua	addfiremagic_v																																									
Lôi sát nội công (Tống Kim) 		483		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_manadamage.lua	addlightingmagic_v																																									
Sát thương vật lý ngoại công (Tống Kim) 		484		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_physicsdamage.lua	addphysicsdamage_v																																									
Độc sát ngoại công (Tống Kim) 		485		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_physicsdamage.lua	addpoisondamage_v																																									
Băng sát ngoại công (Tống Kim) 		486		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_physicsdamage.lua	addcolddamage_v																																									
Tăng sát thương vật lý ngoại công (%) (Tống Kim) 		487		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_physicsdamage.lua	addphysicsdamage_p																																									
Tăng Sinh lực tối đa (trị số) (Tống Kim) 		488		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_status_max.lua	lifemax_v		lifemax_yan_v																																							
Tống- Kim tăng nội lực tối đa (trị số) (Tống Kim) 		489		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_status_max.lua	manamax_v																																									
"""Tăng Sinh, nội lực tối đa (trị số) (Tống Kim) """		490		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_status_max.lua	lifemax_v		manamax_v																																							
Chiến Cổ (Tống Kim) 	Hỗ trợ phòng ngự - chủ động	491	200	0	\spr\Ui\技能图标\icon_sk_sl_22.spr			0	67	2	0	2	0	400	0	1	0	0	3	76	-1	1	1	11	1	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	186	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\wardrum.lua	allres_p	add_allres	lifemax_p	add_lifemax	allres_yan_p	add_allres	lifemax_yan_p	add_lifemax																																		
Lệnh bài (Tống Kim) 	Hỗ trợ phòng ngự - chủ động	492	200	0	\spr\Ui\技能图标\icon_sk_sl_22.spr			0	67	2	0	2	0	400	0	1	0	0	3	76	-1	1	1	11	1	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	186	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\token.lua	fastwalkrun_p	add_runspeed	attackspeed_v	add_attackspeed	castspeed_v	add_castspeed	attackspeed_yan_v	add_attackspeed	castspeed_yan_v	add_castspeed																																
tăng di chuyển (Tống Kim) 		493		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_state_enhance.lua	fastwalkrun_p																																									
tăng né tránh (Tống Kim) 		494		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_state_enhance.lua	adddefense_v																																									
tăng chính xác (Tống Kim) 		495		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_state_enhance.lua	attackratingenhance_v																																									
tăng công kích (Tống Kim) 		496		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_state_enhance.lua	attackspeed_v		castspeed_v		attackspeed_yan_v		castspeed_yan_v																																			
hiển thị bản đồ nhỏ 		497		2					77	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\skill.lua																																										
Hoả sát ngoại công (Tống Kim) 		498		2					67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\battles\sj_physicsdamage.lua	addfiredamage_v																																									
